STATE,COUNTY,PRECINCT,PAST_DEM,PAST_REP
AR,ARKANSAS,ALMYRA,7,67
AR,ARKANSAS,ARKANSAS,5,13
AR,ARKANSAS,BARTON,2,29
AR,ARKANSAS,BAYOU METO,3,10
AR,ARKANSAS,BREWER,1,3
AR,ARKANSAS,CHESTER,10,31
AR,ARKANSAS,CROCKETT,3,10
AR,ARKANSAS,DEWITT WARD 1,50,22
AR,ARKANSAS,DEWITT WARD 2,22,70
AR,ARKANSAS,DEWITT WARD 3,21,60
AR,ARKANSAS,GARLAND,1,13
AR,ARKANSAS,GILLETT WARD 1,19,34
AR,ARKANSAS,GILLETT WARD 2,10,54
AR,ARKANSAS,GILLETT WARD 3,15,13
AR,ARKANSAS,GUM POND,3,34
AR,ARKANSAS,HENTON,13,53
AR,ARKANSAS,HUMPHREY WARD 1,35,9
AR,ARKANSAS,HUMPHREY WARD 3,4,7
AR,ARKANSAS,KEATON,23,63
AR,ARKANSAS,LAGRUE,20,59
AR,ARKANSAS,MCFALL,3,3
AR,ARKANSAS,MILL BAYOU,8,48
AR,ARKANSAS,MORRIS,1,24
AR,ARKANSAS,PRAIRIE,13,43
AR,ARKANSAS,PT DELUCE,2,20
AR,ARKANSAS,ST. CHARLES,5,43
AR,ARKANSAS,STANLEY,2,2
AR,ARKANSAS,STUTTGART WARD 1,128,33
AR,ARKANSAS,STUTTGART WARD 2,89,147
AR,ARKANSAS,STUTTGART WARD 3,70,192
AR,BAXTER,1-1,0,0
AR,BAXTER,1-2,9,49
AR,BAXTER,1-3,9,16
AR,BAXTER,10-1,3,7
AR,BAXTER,10-2,0,0
AR,BAXTER,10-3,0,0
AR,BAXTER,11-1,2,5
AR,BAXTER,11-2,3,18
AR,BAXTER,11-3,2,10
AR,BAXTER,11-4,1,1
AR,BAXTER,11-5,0,1
AR,BAXTER,11-6,0,0
AR,BAXTER,11-7,0,0
AR,BAXTER,11-8,0,0
AR,BAXTER,11-9,3,13
AR,BAXTER,2-1,4,21
AR,BAXTER,2-2,0,0
AR,BAXTER,2-3,0,0
AR,BAXTER,3-1,0,0
AR,BAXTER,3-2,7,48
AR,BAXTER,3-3,4,4
AR,BAXTER,3-4,0,1
AR,BAXTER,4-1,0,0
AR,BAXTER,4-2,0,0
AR,BAXTER,5-1,0,1
AR,BAXTER,5-2,0,0
AR,BAXTER,5-3,0,0
AR,BAXTER,5-4,0,0
AR,BAXTER,6-1,0,0
AR,BAXTER,6-2,2,6
AR,BAXTER,6-3,0,0
AR,BAXTER,7-1,0,0
AR,BAXTER,7-2,0,0
AR,BAXTER,7-3,0,0
AR,BAXTER,8-1,0,2
AR,BAXTER,8-2,0,0
AR,BAXTER,8-3,0,0
AR,BAXTER,8-4,0,0
AR,BAXTER,8-5,0,0
AR,BAXTER,9-1,0,4
AR,BAXTER,9-2,0,0
AR,BAXTER,9-3,0,0
AR,BAXTER,9-4,1,10
AR,CHICOT,BOWIE 1,192,17
AR,CHICOT,BOWIE 2,140,32
AR,CHICOT,BOWIE 3,204,54
AR,CHICOT,BOWIE RURAL,9,34
AR,CHICOT,CARLTON 1 & 2,169,33
AR,CHICOT,CARLTON 3,62,61
AR,CHICOT,CARLTON RURAL,98,257
AR,CHICOT,PLANTERS 1,54,8
AR,CHICOT,PLANTERS 2,110,12
AR,CHICOT,PLANTERS 3,113,2
AR,CHICOT,PLANTERS 4,128,0
AR,CHICOT,PLANTERS RURAL,79,125
AR,CLAY,BENNETT & LEMMONS,23,99
AR,CLAY,BRADSHAW & HAYWOOD,13,97
AR,CLAY,BROWN & CARPENTER,23,65
AR,CLAY,CACHE & WILSON,18,47
AR,CLAY,CLARK,13,37
AR,CLAY,EAST OAK BLUFF & BLUECANE,67,190
AR,CLAY,JOHNSON,14,58
AR,CLAY,KNOB,13,42
AR,CLAY,LIDDELL & CHALK BLUFF,25,105
AR,CLAY,N KILGORE & CLEVELAND,56,223
AR,CLAY,NELSON,15,21
AR,CLAY,NORTH ST. FRANCIS,60,278
AR,CLAY,PAYNE & SWAIN,13,65
AR,CLAY,POLLARD,28,114
AR,CLAY,S KILGORE & GLEGHORN,36,163
AR,CLAY,SOUTH ST. FRANCIS,46,162
AR,CLAY,WEST OAK BLUFF,72,201
AR,CLEBURNE,CALIFORNIA-006,7,127
AR,CLEBURNE,CENTER POST-007,26,129
AR,CLEBURNE,CLAYTON-008,44,196
AR,CLEBURNE,EAST PETER CREEK-023,24,187
AR,CLEBURNE,FRANCIS-009,35,202
AR,CLEBURNE,GILES-013,19,162
AR,CLEBURNE,GRASSEY INSIDE-010,13,73
AR,CLEBURNE,GRASSEY OUTSIDE-011,48,177
AR,CLEBURNE,GREERS FERRY GILES-012,65,211
AR,CLEBURNE,HEALING SPRINGS-014,30,268
AR,CLEBURNE,HEBER SPRINGS OUTSIDE-019,68,313
AR,CLEBURNE,HEBER SPRINGS WARD 1-015,50,143
AR,CLEBURNE,HEBER SPRINGS WARD 2-016,44,150
AR,CLEBURNE,HEBER SPRINGS WARD 3-017,51,177
AR,CLEBURNE,HEBER SPRINGS WARD 4-018,51,207
AR,CLEBURNE,MCJESTER-020,20,97
AR,CLEBURNE,MORGAN INSIDE-035,24,61
AR,CLEBURNE,MORGAN OUTSIDE-021,35,112
AR,CLEBURNE,MOUNTAIN-022,18,154
AR,CLEBURNE,NORTH CADRON INSIDE-002,12,61
AR,CLEBURNE,NORTH CADRON OUTSIDE-003,20,120
AR,CLEBURNE,PICKENS-025,17,124
AR,CLEBURNE,PINE-026,13,86
AR,CLEBURNE,PINEY-027,45,265
AR,CLEBURNE,POFF-028,1,14
AR,CLEBURNE,SALINE INSIDE-029,12,50
AR,CLEBURNE,SALINE OUTSIDE-030,23,111
AR,CLEBURNE,SOUTH CADRON INSIDE-004,19,97
AR,CLEBURNE,SOUTH CADRON OUTSIDE-005,15,125
AR,CLEBURNE,SUGAR CAMP-031,26,122
