STATE,COUNTY,PRECINCT,CLINTON,TRUMP
VA,AMHERST COUNTY,101 - WRIGHT SHOP (06),549,435
VA,AMHERST COUNTY,102 - NEW GLASGOW (06),426,799
VA,AMHERST COUNTY,103 - COOLWELL (06),121,492
VA,AMHERST COUNTY,201 - COURT HOUSE (06),721,1112
VA,AMHERST COUNTY,202 - TEMPERANCE (06),200,569
VA,AMHERST COUNTY,301 - MONROE (06),217,594
VA,AMHERST COUNTY,302 - ELON (06),474,1450
VA,AMHERST COUNTY,303 - PLEASANT VIEW (06),110,322
VA,AMHERST COUNTY,401 - AMELON (06),711,1487
VA,AMHERST COUNTY,402 - LONCO (06),194,386
VA,AMHERST COUNTY,501 - MADISON (06),815,1419
VA,AUGUSTA COUNTY,101 - JOLIVUE (06),266,594
VA,AUGUSTA COUNTY,102 - STUARTS DRAFT ELEMENTARY (06),310,769
VA,AUGUSTA COUNTY,103 - VERONA (06),405,1307
VA,AUGUSTA COUNTY,201 - CRIMORA (06),349,1512
VA,AUGUSTA COUNTY,202 - NEW HOPE (06),218,845
VA,AUGUSTA COUNTY,203 - WEYERS CAVE (06),416,1279
VA,AUGUSTA COUNTY,301 - FORT DEFIANCE (06),623,1866
VA,AUGUSTA COUNTY,302 - NORTH RIVER (06),113,536
VA,AUGUSTA COUNTY,303 - MOUNT SOLON (06),120,777
VA,AUGUSTA COUNTY,304 - CHURCHVILLE FIRE STATION (06),151,647
VA,AUGUSTA COUNTY,401 - BUFFALO GAP (06),194,763
VA,AUGUSTA COUNTY,402 - CHURCHVILLE ELEMENTARY (06),153,723
VA,AUGUSTA COUNTY,403 - CRAIGSVILLE (06),113,525
VA,AUGUSTA COUNTY,404 - DEERFIELD (06),32,268
VA,AUGUSTA COUNTY,405 - CEDAR GREEN (06),331,861
VA,AUGUSTA COUNTY,501 - GREENVILLE (06),264,1211
VA,AUGUSTA COUNTY,502 - MIDDLEBROOK (06),166,570
VA,AUGUSTA COUNTY,503 - SPOTTSWOOD (06),162,640
VA,AUGUSTA COUNTY,504 - WHITE HILL (06),341,1323
VA,AUGUSTA COUNTY,601 - SHERANDO (06),232,856
VA,AUGUSTA COUNTY,602 - RIDGEVIEW (06),527,1866
VA,AUGUSTA COUNTY,603 - LYNDHURST (06),425,1165
VA,AUGUSTA COUNTY,801 - DOOMS (06),256,989
VA,AUGUSTA COUNTY,802 - FISHERSVILLE (06),629,1510
VA,AUGUSTA COUNTY,803 - WILSON (06),545,1122
VA,BATH COUNTY,101 - WARM SPRINGS (06),107,243
VA,BATH COUNTY,102 - MOUNTAIN GROVE (06),11,60
VA,BATH COUNTY,201 - HOT SPRINGS (06),127,180
VA,BATH COUNTY,301 - FAIRVIEW (06),39,268
VA,BATH COUNTY,302 - BURNSVILLE (06),19,81
VA,BATH COUNTY,401 - MILLBORO (06),117,313
VA,BATH COUNTY,501 - HEALING SPRINGS (06),108,288
VA,BEDFORD COUNTY,301 - NEW LONDON ACADEMY (06),439,2055
VA,BEDFORD COUNTY,304 - FOREST YOUTH ATHLETIC ASSOC (06),185,578
VA,BEDFORD COUNTY,401 - FOREST ELEMENTARY SCHOOL (06),414,1285
VA,BEDFORD COUNTY,402 - THOMAS JEFFERSON ELEM SCHOOL (06),283,827
VA,BEDFORD COUNTY,403 - KNIGHTS OF COLUMBUS BLDG (06),526,1632
VA,BEDFORD COUNTY,404 - ST. PAUL BAPTIST CHURCH (06),320,1210
VA,BEDFORD COUNTY,502 - BIG ISLAND ELEM SCHOOL (06),100,336
VA,BEDFORD COUNTY,503 - SEDALIA CENTER (06),124,455
VA,BEDFORD COUNTY,504 - SUCK SPRINGS BAPTIST CHURCH (06),189,659
VA,BEDFORD COUNTY,505 - BOONSBORO ELEMENTARY SCHOOL (06),462,1142
VA,BEDFORD COUNTY,506 - BOONSBORO RURITAN CLUB (06),505,1767
VA,BEDFORD COUNTY,601 - MONTVALE ELEM SCHOOL (06),237,890
VA,BOTETOURT COUNTY,101 - DALEVILLE (06),489,1179
VA,BOTETOURT COUNTY,102 - GREENFIELD (06),390,1419
VA,BOTETOURT COUNTY,201 - BLUE RIDGE (06),415,1347
VA,BOTETOURT COUNTY,202 - RAINBOW FOREST (06),394,1358
VA,BOTETOURT COUNTY,301 - BUCHANAN (06),361,1162
VA,BOTETOURT COUNTY,302 - MILL CREEK (06),328,1111
VA,BOTETOURT COUNTY,403 - EAGLE ROCK (06),205,782
VA,BOTETOURT COUNTY,406 - FINCASTLE (06),493,1495
VA,BOTETOURT COUNTY,501 - TROUTVILLE (06),251,820
VA,BOTETOURT COUNTY,502 - CLOVERDALE (06),598,1638
VA,BUENA VISTA CITY,001 - FIRST WARD (06),365,825
VA,BUENA VISTA CITY,002 - SECOND WARD (06),328,605
VA,HARRISONBURG CITY,101 - NORTHEAST (06),1432,753
VA,HARRISONBURG CITY,102 - EAST CENTRAL (06),693,263
VA,HARRISONBURG CITY,103 - SOUTHEAST (06),1302,842
VA,HARRISONBURG CITY,104 - EAST (06),1257,880
VA,HARRISONBURG CITY,105 - SOUTH EAST CENTRAL (06),1235,736
VA,HARRISONBURG CITY,201 - NORTHWEST (06),1079,801
VA,HARRISONBURG CITY,202 - SOUTHWEST (06),1266,829
VA,HARRISONBURG CITY,203 -  WEST (06),1156,620
VA,HIGHLAND COUNTY,001 - MONTEREY (06),145,300
VA,HIGHLAND COUNTY,003 - WILSONS MILL (06),26,74
VA,HIGHLAND COUNTY,005 - BLUE GRASS (06),76,163
VA,HIGHLAND COUNTY,007 - MILL GAP (06),40,90
VA,HIGHLAND COUNTY,008 - MCDOWELL (06),71,249
VA,HIGHLAND COUNTY,010 - HEADWATERS (06),13,82
VA,LEXINGTON CITY,001 - LEXINGTON (06),1229,634
VA,LYNCHBURG CITY,101 - FIRST WARD FIRST PRECINCT (06),1198,1453
VA,LYNCHBURG CITY,102 - FIRST WARD SECOND PRECINCT (06),951,1384
VA,LYNCHBURG CITY,103 - FIRST WARD THIRD PRECINCT (06),749,934
VA,LYNCHBURG CITY,104 - FIRST WARD FOURTH PRECINCT (06),503,349
VA,LYNCHBURG CITY,105 - FIRST WARD FIFTH PRECINCT (06),603,446
VA,LYNCHBURG CITY,201 - SECOND WARD FIRST PRECINCT (06),1805,489
VA,LYNCHBURG CITY,202 - SECOND WARD SECOND PRECINCT (06),1459,339
VA,LYNCHBURG CITY,203 - SECOND WARD THIRD PRECINCT (06),563,141
VA,LYNCHBURG CITY,204 - SECOND WARD FOURTH PRECINCT (06),348,281
VA,LYNCHBURG CITY,301 - THIRD WARD FIRST PRECINCT (06),520,458
VA,LYNCHBURG CITY,302 - THIRD WARD SECOND PRECINCT (06),140,2739
VA,LYNCHBURG CITY,303 - THIRD WARD THIRD PRECINCT (06),446,722
VA,LYNCHBURG CITY,304 - THIRD WARD FOURTH PRECINCT (06),399,691
VA,LYNCHBURG CITY,305 - THIRD WARD FIFTH PRECINCT (06),670,1672
VA,LYNCHBURG CITY,401 - FOURTH WARD FIRST PRECINCT (06),857,1855
VA,LYNCHBURG CITY,402 - FOURTH WARD SECOND PRECINCT (06),432,607
VA,LYNCHBURG CITY,403 - FOURTH WARD THIRD PRECINCT (06),901,1251
VA,LYNCHBURG CITY,404 - FOURTH WARD FOURTH PRECINCT (06),973,1100
VA,PAGE COUNTY,101 - WEST LURAY (06),531,1287
VA,PAGE COUNTY,201 - EAST LURAY (06),544,1469
VA,PAGE COUNTY,301 - MARKSVILLE (06),406,1670
VA,PAGE COUNTY,401 - NEWPORT (06),342,1296
VA,PAGE COUNTY,501 - SHENANDOAH (06),328,1593
VA,ROANOKE CITY,001 -PETERS CREEK (06),1220,303
VA,ROANOKE CITY,002 - GRANDVIEW (06),1037,539
VA,ROANOKE CITY,003 -PRESTON PARK (06),701,1003
VA,ROANOKE CITY,004 - WILLIAMSON ROAD (06),762,728
VA,ROANOKE CITY,005 - EAST GATE (06),577,1016
VA,ROANOKE CITY,006 - HOLLINS ROAD (06),839,827
VA,ROANOKE CITY,007 - SOUTHEAST (06),537,704
VA,ROANOKE CITY,008 - LINCOLN TERRACE (06),1132,84
VA,ROANOKE CITY,009 - HIGHLAND (06),1034,375
VA,ROANOKE CITY,010 - OLD SOUTHWEST-WASENA (06),1016,565
VA,ROANOKE CITY,011 - RALEIGH COURT (06),1120,731
VA,ROANOKE CITY,012 - SOUTH ROANOKE (06),689,804
VA,ROANOKE CITY,013 - GARDEN CITY (06),551,1057
VA,ROANOKE CITY,014 - CRYSTAL SPRING (06),949,854
VA,ROANOKE CITY,015 - GRANDIN COURT (06),878,782
VA,ROANOKE CITY,016 - DEYERLE (06),756,950
VA,ROANOKE CITY,017 - LEE-HI (06),917,694
VA,ROANOKE CITY,018 - VIRGINIA HEIGHTS-NORWICH (06),1200,469
VA,ROANOKE CITY,018 - SUMMIT HILLS (06),880,636
VA,ROANOKE CITY,019 - FOREST PARK (06),829,88
VA,ROANOKE CITY,020 - EUREKA PARK (06),1744,137
VA,ROANOKE COUNTY,201 - PLANTATION (06),463,897
VA,ROANOKE COUNTY,202 - BURLINGTON (06),386,539
VA,ROANOKE COUNTY,203 - MOUNTAIN VIEW (06),649,1422
VA,ROANOKE COUNTY,205 - ORCHARDS (06),656,1579
VA,ROANOKE COUNTY,206 - HOLLINS (06),353,455
VA,ROANOKE COUNTY,302 - POAGES MILL (06),655,1471
VA,ROANOKE COUNTY,303 - WINDSOR HILLS (06),494,724
VA,ROANOKE COUNTY,304 - OAK GROVE (06),820,1265
VA,ROANOKE COUNTY,305 - CASTLE ROCK (06),928,1369
VA,ROANOKE COUNTY,306 - GARST MILL (06),486,545
VA,ROANOKE COUNTY,402 - BONSACK (06),133,328
VA,ROANOKE COUNTY,403 - NORTH VINTON (06),428,940
VA,ROANOKE COUNTY,404 - SOUTH VINTON (06),563,1087
VA,ROANOKE COUNTY,405 - LINDENWOOD (06),740,1809
VA,ROANOKE COUNTY,406 - MOUNT PLEASANT (06),469,1305
VA,ROANOKE COUNTY,501 - COTTON HILL (06),431,719
VA,ROANOKE COUNTY,502 - PENN FOREST (06),388,640
VA,ROANOKE COUNTY,503 - CAVE SPRING (06),485,831
VA,ROANOKE COUNTY,504 - OGDEN (06),567,614
VA,ROANOKE COUNTY,505 - CLEARBROOK (06),273,717
VA,ROANOKE COUNTY,506 - MOUNT VERNON (06),415,628
VA,ROANOKE COUNTY,507 - HUNTING HILLS (06),715,1144
VA,ROCKBRIDGE COUNTY,101 - AIRPORT (06),344,458
VA,ROCKBRIDGE COUNTY,102 - BEN SALEM (06),206,404
VA,ROCKBRIDGE COUNTY,103 - PLANK ROAD (06),90,234
VA,ROCKBRIDGE COUNTY,104 - EFFINGER (06),100,259
VA,ROCKBRIDGE COUNTY,201 - COLLIERSTOWN (06),224,356
VA,ROCKBRIDGE COUNTY,202 - HIGHLAND BELLE (06),404,657
VA,ROCKBRIDGE COUNTY,203 - VO-TECH (06),167,139
VA,ROCKBRIDGE COUNTY,301 - MAURY RIVER (06),199,372
VA,ROCKBRIDGE COUNTY,302 - NATURAL BRIDGE (06),168,443
VA,ROCKBRIDGE COUNTY,303 - FALLING SPRING (06),73,216
VA,ROCKBRIDGE COUNTY,401 - FAIRFIELD (06),181,444
VA,ROCKBRIDGE COUNTY,402 - MOUNTAIN VIEW (06),218,672
VA,ROCKBRIDGE COUNTY,403 - VESUVIUS (06),76,244
VA,ROCKBRIDGE COUNTY,501 - GOSHEN (06),60,272
VA,ROCKBRIDGE COUNTY,502 - MEADOWVIEW (06),244,317
VA,ROCKBRIDGE COUNTY,503 - ROCKBRIDGE BATHS (06),140,260
VA,ROCKBRIDGE COUNTY,504 - ROCKBRIDGE (06),213,465
VA,ROCKINGHAM COUNTY,101 - BROADWAY (06),424,1214
VA,ROCKINGHAM COUNTY,102 - TIMBERVILLE (06),230,659
VA,ROCKINGHAM COUNTY,103 - FULKS RUN (06),119,816
VA,ROCKINGHAM COUNTY,104 - BERGTON (06),42,282
VA,ROCKINGHAM COUNTY,105 - LACEY SPRING (06),112,636
VA,ROCKINGHAM COUNTY,106 - TENTH LEGION (06),134,526
VA,ROCKINGHAM COUNTY,107 - PLAINS (06),148,617
VA,ROCKINGHAM COUNTY,108 - LITTLE NORTH MOUNTAIN (06),103,428
VA,ROCKINGHAM COUNTY,201 - SINGERS GLEN (06),216,827
VA,ROCKINGHAM COUNTY,202 - EDOM (06),491,1125
VA,ROCKINGHAM COUNTY,203 - DAYTON (06),232,487
VA,ROCKINGHAM COUNTY,204 - MT CLINTON (06),259,900
VA,ROCKINGHAM COUNTY,205 - SILVER LAKE (06),480,964
VA,ROCKINGHAM COUNTY,301 - KEEZLETOWN (06),199,586
VA,ROCKINGHAM COUNTY,302 - PORT REPUBLIC (06),285,989
VA,ROCKINGHAM COUNTY,303 - MELROSE (06),134,527
VA,ROCKINGHAM COUNTY,304 - GROTTOES (06),260,915
VA,ROCKINGHAM COUNTY,305 - MASSANETTA SPRINGS (06),587,848
VA,ROCKINGHAM COUNTY,306 - CROSS KEYS (06),95,311
VA,ROCKINGHAM COUNTY,307 - CROSSROADS (06),685,1060
VA,ROCKINGHAM COUNTY,401 - WEST BRIDGEWATER (06),809,1408
VA,ROCKINGHAM COUNTY,402 - MONTEZUMA (06),270,894
VA,ROCKINGHAM COUNTY,403 - MT CRAWFORD (06),56,129
