COUNTY,PRECINCT,STATE,DEM,REP
BENTON,PRECINCT 1,AR,53,269
BENTON,PRECINCT 10,AR,45,178
BENTON,PRECINCT 100,AR,75,139
BENTON,PRECINCT 101,AR,28,119
BENTON,PRECINCT 102,AR,65,148
BENTON,PRECINCT 103,AR,56,90
BENTON,PRECINCT 104,AR,56,96
BENTON,PRECINCT 105,AR,68,165
BENTON,PRECINCT 106,AR,70,167
BENTON,PRECINCT 107,AR,90,292
BENTON,PRECINCT 108,AR,35,55
BENTON,PRECINCT 109,AR,65,309
BENTON,PRECINCT 11,AR,62,192
BENTON,PRECINCT 110,AR,48,121
BENTON,PRECINCT 111,AR,48,128
BENTON,PRECINCT 112,AR,76,349
BENTON,PRECINCT 113,AR,57,123
BENTON,PRECINCT 114,AR,30,110
BENTON,PRECINCT 115,AR,87,125
BENTON,PRECINCT 116,AR,82,106
BENTON,PRECINCT 117,AR,58,163
BENTON,PRECINCT 12,AR,81,201
BENTON,PRECINCT 13,AR,55,178
BENTON,PRECINCT 14,AR,58,250
BENTON,PRECINCT 15,AR,22,145
BENTON,PRECINCT 16,AR,19,93
BENTON,PRECINCT 17,AR,37,145
BENTON,PRECINCT 18,AR,61,192
BENTON,PRECINCT 19,AR,40,166
BENTON,PRECINCT 2,AR,17,80
BENTON,PRECINCT 20,AR,49,139
BENTON,PRECINCT 21,AR,94,294
BENTON,PRECINCT 22,AR,56,120
BENTON,PRECINCT 23,AR,30,171
BENTON,PRECINCT 24,AR,97,322
BENTON,PRECINCT 25,AR,66,260
BENTON,PRECINCT 26,AR,66,147
BENTON,PRECINCT 27,AR,62,170
BENTON,PRECINCT 28,AR,93,205
BENTON,PRECINCT 29,AR,91,215
BENTON,PRECINCT 3,AR,41,47
BENTON,PRECINCT 30,AR,90,200
BENTON,PRECINCT 31,AR,85,245
BENTON,PRECINCT 32,AR,119,147
BENTON,PRECINCT 33,AR,116,455
BENTON,PRECINCT 34,AR,116,274
BENTON,PRECINCT 35,AR,76,222
BENTON,PRECINCT 36,AR,64,116
BENTON,PRECINCT 37,AR,88,106
BENTON,PRECINCT 38,AR,93,126
BENTON,PRECINCT 39,AR,75,127
BENTON,PRECINCT 4,AR,180,583
BENTON,PRECINCT 40,AR,89,130
BENTON,PRECINCT 42,AR,96,230
BENTON,PRECINCT 43,AR,36,114
BENTON,PRECINCT 44,AR,59,59
BENTON,PRECINCT 45,AR,51,193
BENTON,PRECINCT 46,AR,83,80
BENTON,PRECINCT 47,AR,147,219
BENTON,PRECINCT 48,AR,51,112
BENTON,PRECINCT 49,AR,166,283
BENTON,PRECINCT 5,AR,125,285
BENTON,PRECINCT 50,AR,14,14
BENTON,PRECINCT 51,AR,32,131
BENTON,PRECINCT 52,AR,27,49
BENTON,PRECINCT 53,AR,67,190
BENTON,PRECINCT 54,AR,111,138
BENTON,PRECINCT 55,AR,112,171
BENTON,PRECINCT 56,AR,114,201
BENTON,PRECINCT 57,AR,67,247
BENTON,PRECINCT 58,AR,55,276
BENTON,PRECINCT 59,AR,109,160
BENTON,PRECINCT 6,AR,48,209
BENTON,PRECINCT 60,AR,63,136
BENTON,PRECINCT 61,AR,62,208
BENTON,PRECINCT 62,AR,58,151
BENTON,PRECINCT 63,AR,102,258
BENTON,PRECINCT 64,AR,70,189
BENTON,PRECINCT 65,AR,65,191
BENTON,PRECINCT 66,AR,76,206
BENTON,PRECINCT 67,AR,110,154
BENTON,PRECINCT 68,AR,100,220
BENTON,PRECINCT 69,AR,83,110
