COUNTY,PRECINCT,STATE,DEM,REP
BANKS,ANDERSON,GA,42,400
BANKS,BALDWIN,GA,36,266
BANKS,BERLIN,GA,8,113
BANKS,BUSHVILLE,GA,15,193
BANKS,COLUMBIA,GA,11,161
BANKS,DAVIDS,GA,55,479
BANKS,GOLDEN HILL,GA,40,227
BANKS,GROVE RIVER,GA,12,216
BANKS,HOLLINGSWORTH,GA,18,223
BANKS,HOMER,GA,25,295
BANKS,POPLAR SPRINGS,GA,61,483
BANKS,WASHINGTON,GA,27,203
BANKS,WILMONTS,GA,12,169
CLARKE,'1A W''VILLE TRAIN DEPOT',GA,497,407
CLARKE,2A JUDIA J. HARRIS SCH,GA,789,211
CLARKE,5D ACC FLEET MGT BLDG,GA,542,226
DAWSON,CENTRAL,GA,193,1321
DAWSON,EAST,GA,236,1564
DAWSON,WEST,GA,126,593
ELBERT,CENTERVILLE,GA,57,244
ELBERT,ELBERTON,GA,348,237
ELBERT,ELIAM,GA,34,198
ELBERT,GAINES,GA,27,192
ELBERT,GOSHEN,GA,99,437
ELBERT,LONGSTREET,GA,32,123
ELBERT,MOSS-RUCKERSVILLE,GA,35,66
ELBERT,PETERSBURG,GA,16,109
ELBERT,PIKE,GA,98,258
ELBERT,WEBBSBORO,GA,42,110
ELBERT,WYCHE,GA,66,151
FANNIN,COLWELL,GA,41,314
FANNIN,FAIRPLAY,GA,40,265
FANNIN,FLINTHILL,GA,101,736
FANNIN,HEMPTOWN,GA,40,364
FANNIN,HOTHOUSE,GA,41,280
FANNIN,MINERAL BLUFF,GA,52,409
FANNIN,MOBILE,GA,42,294
FANNIN,MORGANTON,GA,72,481
FANNIN,NOONTOOTLA,GA,46,219
FANNIN,SKENIAH,GA,19,105
FANNIN,SUGAR CREEK,GA,59,457
FANNIN,TOCCOA,GA,90,542
FORSYTH,04 CHESTATEE,GA,211,1257
FORSYTH,05 COAL MOUNTAIN,GA,354,1160
FORSYTH,06 CROSSROADS,GA,268,1023
FORSYTH,27 CONCORD,GA,442,2045
FRANKLIN,CANON,GA,56,379
FRANKLIN,CARNESVILLE,GA,56,468
FRANKLIN,LAVONIA,GA,160,464
FRANKLIN,NORTHEAST,GA,135,709
FRANKLIN,ROYSTON,GA,119,502
FRANKLIN,SOUTHWEST,GA,49,665
FRANKLIN,WEST FRANKLIN,GA,47,387
GILMER,BIG CREEK,GA,53,347
GILMER,BOARDTOWN,GA,58,337
GILMER,CARTECAY,GA,45,438
GILMER,CHERRY LOG,GA,65,294
GILMER,EAST ELLIJAY,GA,60,311
GILMER,ELLIJAY NORTH,GA,59,321
GILMER,ELLIJAY NORTHEAST,GA,57,268
GILMER,ELLIJAY SOUTH,GA,110,451
GILMER,LEACHES,GA,105,576
GILMER,MOUNTAINTOWN,GA,57,306
GILMER,TAILS CREEK,GA,52,403
GILMER,TOWN CREEK,GA,48,313
GILMER,YUKON,GA,48,339
HABERSHAM,AMYS CREEK,GA,67,334
HABERSHAM,CITY OF BALDWIN,GA,61,159
HABERSHAM,DEMOREST,GA,121,654
HABERSHAM,HABERSHAM NORTH,GA,206,959
HABERSHAM,HABERSHAM SOUTH,GA,176,754
HABERSHAM,MUD CREEK,GA,132,727
HABERSHAM,TOWN OF MOUNT AIRY,GA,32,150
HALL,01-WILSON,GA,379,758
HALL,02-CHICOPEE,GA,372,406
HALL,03-OAKWOOD I,GA,306,452
HALL,04-OAKWOOD II,GA,286,1035
HALL,05-FLOWERY BRANCH I,GA,263,1135
HALL,06-FLOWERY BRANCH II,GA,289,878
HALL,07-ROBERTS,GA,355,1515
HALL,08-MORGAN I,GA,227,1234
HALL,09-MORGAN II,GA,391,1129
HALL,10-CANDLER,GA,513,1286
HALL,11-TADMORE,GA,670,705
HALL,12-GLADE,GA,226,836
HALL,13-LULA,GA,155,1120
HALL,14-CLERMONT,GA,127,1319
