STATE,COUNTY,PRECINCT,CLINTON,TRUMP
VA,ACCOMACK COUNTY,AB - CENTRAL ABSENTEE PRECINCT (02),412,748
VA,ACCOMACK COUNTY,PROVISIONAL (02),0,2
VA,ACCOMACK COUNTY,101 - CHINCOTEAGUE (02),932,487
VA,ACCOMACK COUNTY,201 - ATLANTIC (02),430,159
VA,ACCOMACK COUNTY,202 - GREENBACKVILLE (02),541,277
VA,ACCOMACK COUNTY,301 - NEW CHURCH (02),447,515
VA,ACCOMACK COUNTY,401 - BLOXOM (02),260,106
VA,ACCOMACK COUNTY,402 - PARKSLEY (02),363,236
VA,ACCOMACK COUNTY,403 - SAXIS (02),117,39
VA,ACCOMACK COUNTY,501 - MAPPSVILLE (02),180,299
VA,ACCOMACK COUNTY,502 - RUE (02),98,312
VA,ACCOMACK COUNTY,601 - ACCOMAC (02),495,436
VA,ACCOMACK COUNTY,602 - TANGIER (02),171,30
VA,ACCOMACK COUNTY,701 - NANDUA (02),763,755
VA,ACCOMACK COUNTY,801 - BOBTOWN (02),311,214
VA,ACCOMACK COUNTY,802 - MELFA (02),308,358
VA,ACCOMACK COUNTY,803 - WACHAPREAGUE (02),285,155
VA,ACCOMACK COUNTY,901 - PAINTER (02),492,869
VA,HAMPTON CITY,AB - CENTRAL ABSENTEE PRECINCT (02),270,468
VA,HAMPTON CITY,PROVISIONAL (02),3,20
VA,HAMPTON CITY,110 - PHOEBUS (02),144,310
VA,HAMPTON CITY,201 - BOOKER (02),808,995
VA,HAMPTON CITY,202 - BRYAN (02),678,1100
VA,HAMPTON CITY,203 - BURBANK (02),421,837
VA,HAMPTON CITY,205 - ASBURY (02),1409,1132
VA,HAMPTON CITY,209 - LANGLEY (02),564,931
VA,HAMPTON CITY,213 - PHILLIPS (02),1051,1328
VA,HAMPTON CITY,215 - TYLER (02),9,35
VA,JAMES CITY COUNTY,AB - CENTRAL ABSENTEE PRECINCT (02),453,670
VA,JAMES CITY COUNTY,PROVISIONAL (02),3,8
VA,JAMES CITY COUNTY,104- BERKELEY D (02),284,396
VA,JAMES CITY COUNTY,201 - JAMESTOWN A (02),244,401
VA,JAMES CITY COUNTY,202 - JAMESTOWN B (02),0,3
VA,JAMES CITY COUNTY,501 - ROBERTS A (02),230,756
VA,JAMES CITY COUNTY,502 - ROBERTS B (02),1331,966
VA,JAMES CITY COUNTY,503 - ROBERTS C (02),102,272
VA,JAMES CITY COUNTY,504 - ROBERTS D (02),906,1207
VA,NORFOLK CITY,AB - CENTRAL ABSENTEE PRECINCT (02),376,804
VA,NORFOLK CITY,PROVISIONAL (02),0,0
VA,NORFOLK CITY,102 - OCEAN VIEW SCHOOL (02),358,517
VA,NORFOLK CITY,103 - NORTHSIDE (02),494,718
VA,NORFOLK CITY,104 - TITUSTOWN  (02),63,596
VA,NORFOLK CITY,106 - SECOND PRESBYTERIAN (02),520,1099
VA,NORFOLK CITY,215 - SUBURBAN PARK (02),409,873
VA,NORFOLK CITY,217 - WESLEY (02),288,801
VA,NORFOLK CITY,406 - BARRON BLACK (02),339,655
VA,NORFOLK CITY,501 - BAYVIEW (02),644,896
VA,NORFOLK CITY,503 - EAST OCEAN VIEW (02),666,1081
VA,NORFOLK CITY,504 - LARRYMORE (02),444,869
VA,NORFOLK CITY,505 - LITTLE CREEK (02),409,499
VA,NORFOLK CITY,506 - OCEAN VIEW CENTER (02),517,1221
VA,NORFOLK CITY,507 - PRETLOW (02),506,906
VA,NORFOLK CITY,509 - TARRALLTON (02),722,697
VA,NORFOLK CITY,510 - THIRD PRESBYTERIAN (02),746,820
VA,NORFOLK CITY,511 - CROSSROADS (02),583,841
VA,NORFOLK CITY,512 - AZALEA GARDENS (02),376,517
VA,NORTHAMPTON COUNTY,AB - CENTRAL ABSENTEE PRECINCT (02),219,317
VA,NORTHAMPTON COUNTY,PROVISIONAL (02),0,3
VA,NORTHAMPTON COUNTY,101 - PRECINCT 1-1 (02),552,585
VA,NORTHAMPTON COUNTY,201 - PRECINCT 2-1 (02),225,617
VA,NORTHAMPTON COUNTY,301 - PRECINCT 3-1 (02),225,520
VA,NORTHAMPTON COUNTY,401 - PRECINCT 4-1 (02),445,467
VA,NORTHAMPTON COUNTY,501 - PRECINCT 5-1 (02),458,415
VA,POQUOSON CITY,AB - CENTRAL ABSENTEE PRECINCT (02),363,225
VA,POQUOSON CITY,PROVISIONAL (02),1,2
VA,POQUOSON CITY,001 - CENTRAL (02),1194,455
VA,POQUOSON CITY,002 - EASTERN (02),1261,490
VA,POQUOSON CITY,003 - WESTERN (02),1286,565
VA,VIRGINIA BEACH CITY,AB - CENTRAL ABSENTEE PRECINCT (02),5999,8631
VA,VIRGINIA BEACH CITY,PROVISIONAL (02),0,0
VA,VIRGINIA BEACH CITY,001 - NORTH BEACH (02),1225,1010
VA,VIRGINIA BEACH CITY,002 - SOUTH BEACH (02),777,919
VA,VIRGINIA BEACH CITY,003 - OCEAN LAKES (02),621,582
VA,VIRGINIA BEACH CITY,004 - LINKHORN (02),948,796
VA,VIRGINIA BEACH CITY,005 - SEATACK (02),571,1000
VA,VIRGINIA BEACH CITY,006 - ALANTON (02),999,900
VA,VIRGINIA BEACH CITY,007 - KINGSTON (02),645,570
VA,VIRGINIA BEACH CITY,008 - LONDON BRIDGE (02),833,1024
VA,VIRGINIA BEACH CITY,009 - TRANTWOOD (02),952,738
VA,VIRGINIA BEACH CITY,010 - GREAT NECK (02),1202,742
VA,VIRGINIA BEACH CITY,011 - CAPE HENRY (02),934,1153
VA,VIRGINIA BEACH CITY,012 - PLAZA (02),611,988
VA,VIRGINIA BEACH CITY,013 - MT TRASHMORE (02),931,1073
VA,VIRGINIA BEACH CITY,014 - MALIBU (02),828,900
VA,VIRGINIA BEACH CITY,015 - OLD DONATION (02),504,625
VA,VIRGINIA BEACH CITY,016 - ARAGONA (02),863,1058
VA,VIRGINIA BEACH CITY,017 - OCEAN PARK (02),655,658
VA,VIRGINIA BEACH CITY,018 - THOROUGHGOOD (02),999,1046
VA,VIRGINIA BEACH CITY,019 - LAKE SMITH (02),507,457
VA,VIRGINIA BEACH CITY,020 - BAYSIDE (02),657,734
VA,VIRGINIA BEACH CITY,021 - DAVIS CORNER (02),294,1184
VA,VIRGINIA BEACH CITY,022 - POINT O VIEW (02),759,646
VA,VIRGINIA BEACH CITY,023 - ARROWHEAD (02),815,809
VA,VIRGINIA BEACH CITY,024 - LARKSPUR (02),539,639
VA,VIRGINIA BEACH CITY,025 - AVALON (02),1010,1261
VA,VIRGINIA BEACH CITY,026 - FAIRFIELD (02),766,791
VA,VIRGINIA BEACH CITY,027 - EDWIN (02),878,845
VA,VIRGINIA BEACH CITY,028 - THALIA (02),658,648
VA,VIRGINIA BEACH CITY,029 - HOLLAND (02),493,1029
VA,VIRGINIA BEACH CITY,030 - RED WING (02),894,700
VA,VIRGINIA BEACH CITY,031 - SIGMA (02),1207,795
VA,VIRGINIA BEACH CITY,032 - CREEDS (02),620,251
VA,VIRGINIA BEACH CITY,033 - CAPPS SHOP (02),689,277
VA,VIRGINIA BEACH CITY,034 - BLACKWATER (02),412,147
VA,VIRGINIA BEACH CITY,035 - COURTHOUSE (02),1077,731
VA,VIRGINIA BEACH CITY,036 - WINDSOR OAKS (02),698,1237
VA,VIRGINIA BEACH CITY,037 - CHESAPEAKE BEACH (02),551,688
VA,VIRGINIA BEACH CITY,038 - WITCHDUCK (02),1163,960
VA,VIRGINIA BEACH CITY,039 - PEMBROKE (02),845,1099
VA,VIRGINIA BEACH CITY,040 - BONNEY (02),545,710
VA,VIRGINIA BEACH CITY,041 - COLLEGE PARK (02),441,1642
VA,VIRGINIA BEACH CITY,042 - BRANDON (02),669,950
VA,VIRGINIA BEACH CITY,043 - BELLAMY (02),428,986
VA,VIRGINIA BEACH CITY,044 - CENTERVILLE (02),876,1009
VA,VIRGINIA BEACH CITY,045 - TIMBERLAKE (02),393,1140
VA,VIRGINIA BEACH CITY,046 - GREEN RUN (02),421,960
VA,VIRGINIA BEACH CITY,047 - KINGS GRANT (02),1182,949
VA,VIRGINIA BEACH CITY,048 - WOLFSNARE (02),951,962
VA,VIRGINIA BEACH CITY,049 - LYNNHAVEN (02),963,834
VA,VIRGINIA BEACH CITY,050 - OCEANA (02),286,708
VA,VIRGINIA BEACH CITY,051 - STRATFORD CHASE (02),707,743
VA,VIRGINIA BEACH CITY,052 - HOMESTEAD (02),953,1088
VA,VIRGINIA BEACH CITY,053 - SHANNON (02),656,711
VA,VIRGINIA BEACH CITY,054 - CROMWELL (02),519,692
VA,VIRGINIA BEACH CITY,055 - MAGIC HOLLOW (02),421,1122
VA,VIRGINIA BEACH CITY,056 - EDINBURGH (02),435,422
VA,VIRGINIA BEACH CITY,057 - SHERRY PARK (02),543,496
VA,VIRGINIA BEACH CITY,058 - GLENWOOD (02),689,938
VA,VIRGINIA BEACH CITY,059 - SHELTON PARK (02),505,642
VA,VIRGINIA BEACH CITY,060 - FOXFIRE (02),1151,794
VA,VIRGINIA BEACH CITY,061 - BAKER (02),147,1312
VA,VIRGINIA BEACH CITY,062 - LANDSTOWN (02),889,941
VA,VIRGINIA BEACH CITY,063 - CULVER (02),1055,963
VA,VIRGINIA BEACH CITY,064 - ROSEMONT FOREST (02),652,882
VA,VIRGINIA BEACH CITY,065 - COLONIAL (02),667,874
VA,VIRGINIA BEACH CITY,066 - HUNT (02),838,671
VA,VIRGINIA BEACH CITY,067 - EASTERN SHORE (02),278,479
VA,VIRGINIA BEACH CITY,068 - MANOR (02),787,792
VA,VIRGINIA BEACH CITY,069 - SHELL (02),328,964
VA,VIRGINIA BEACH CITY,070 - CORPORATE LANDING (02),742,842
VA,VIRGINIA BEACH CITY,071 - ROUND HILL (02),336,535
VA,VIRGINIA BEACH CITY,072 - RUDEE (02),903,799
VA,VIRGINIA BEACH CITY,073 - DAHLIA (02),354,976
VA,VIRGINIA BEACH CITY,074 - BUCKNER (02),391,939
VA,VIRGINIA BEACH CITY,075 - COLONY (02),1062,823
VA,VIRGINIA BEACH CITY,076 - VILLAGE (02),327,1017
VA,VIRGINIA BEACH CITY,077 - BROOKWOOD (02),606,803
VA,VIRGINIA BEACH CITY,078 - INDIAN LAKES (02),552,847
VA,VIRGINIA BEACH CITY,079 - PLEASANT HALL (02),369,1051
VA,VIRGINIA BEACH CITY,080 - CHIMNEY HILL (02),383,885
VA,VIRGINIA BEACH CITY,081 - ROCK LAKE (02),578,1079
VA,VIRGINIA BEACH CITY,082 - SHELBURNE (02),690,629
VA,VIRGINIA BEACH CITY,083 - STRAWBRIDGE (02),900,777
VA,VIRGINIA BEACH CITY,084 - TALLWOOD (02),535,967
VA,VIRGINIA BEACH CITY,085 - UPTON (02),1059,952
VA,VIRGINIA BEACH CITY,086 - HAYGOOD (02),822,984
VA,VIRGINIA BEACH CITY,087 - HILLCREST (02),717,773
VA,VIRGINIA BEACH CITY,088 - NORTH LANDING (02),707,736
VA,VIRGINIA BEACH CITY,089 - LAKE CHRISTOPHER (02),764,844
VA,VIRGINIA BEACH CITY,090 - LAKE JOYCE (02),570,475
VA,VIRGINIA BEACH CITY,091 - LEXINGTON (02),495,1068
VA,VIRGINIA BEACH CITY,092 - LITTLE NECK (02),660,579
VA,VIRGINIA BEACH CITY,093 - NEWTOWN (02),187,1290
VA,VIRGINIA BEACH CITY,094 - PINEWOOD (02),426,478
VA,VIRGINIA BEACH CITY,095 - DAM NECK (02),452,519
VA,VIRGINIA BEACH CITY,096 - HILLTOP (02),329,694
VA,VIRGINIA BEACH CITY,097 - INDIAN RIVER (02),467,993
VA,VIRGINIA BEACH CITY,098 - INDEPENDENCE (02),284,656
VA,VIRGINIA BEACH CITY,099 - SALEM WOODS (02),337,635
VA,VIRGINIA BEACH CITY,100 - SANDBRIDGE (02),481,302
VA,WILLIAMSBURG CITY,AB - CENTRAL ABSENTEE PRECINCT (02),199,471
VA,WILLIAMSBURG CITY,PROVISIONAL (02),0,5
VA,WILLIAMSBURG CITY,001 - STRYKER (02),738,2100
VA,WILLIAMSBURG CITY,002 - MATOAKA (02),610,1954
VA,YORK COUNTY,AB - CENTRAL ABSENTEE PRECINCT (02),1071,1366
VA,YORK COUNTY,PROVISIONAL (02),12,13
VA,YORK COUNTY,101 - QUEENS LAKE (02),675,795
VA,YORK COUNTY,102 - WALLER MILL (02),957,928
VA,YORK COUNTY,103 - MAGRUDER (02),720,1492
VA,YORK COUNTY,201 - COVENTRY (02),1221,1298
VA,YORK COUNTY,202 - KILN CREEK (02),654,680
VA,YORK COUNTY,301 - SEAFORD (02),1684,719
VA,YORK COUNTY,302 - YORKTOWN (02),1028,798
VA,YORK COUNTY,303 - EDGEHILL (02),828,1023
VA,YORK COUNTY,401 - HARWOODS MILL (02),1376,869
VA,YORK COUNTY,402 - DARE (02),1437,836
VA,YORK COUNTY,403 - GRAFTON (02),683,509
VA,YORK COUNTY,501 - TABB (02),1369,1052
VA,YORK COUNTY,502 - BETHEL (02),1113,1256
