,STATE,COUNTY,PRECINCT,REP,DEM
1641,VA,HANOVER COUNTY,703 - ROCKVILLE,0.0,0.0
1642,VA,HANOVER COUNTY,704 - ELMONT,0.0,0.0
1643,VA,HANOVER COUNTY,705 - SOUTH ANNA,424.0,210.0
1644,VA,HENRICO COUNTY,# AB - Central Absentee Precinct,0.0,0.0
1645,VA,HENRICO COUNTY,## Provisional,0.0,0.0
1646,VA,HENRICO COUNTY,101 - COALPIT,0.0,0.0
1647,VA,HENRICO COUNTY,102 - DUMBARTON,0.0,0.0
1648,VA,HENRICO COUNTY,103 - GLEN ALLEN,0.0,0.0
1649,VA,HENRICO COUNTY,104 - GLENSIDE,0.0,0.0
1650,VA,HENRICO COUNTY,105 - GREENDALE,0.0,0.0
1651,VA,HENRICO COUNTY,106 - HERMITAGE,0.0,0.0
1652,VA,HENRICO COUNTY,107 - HILLIARD,0.0,0.0
1653,VA,HENRICO COUNTY,108 - HUNGARY CREEK,0.0,0.0
1654,VA,HENRICO COUNTY,109 - HUNTON,283.0,168.0
1655,VA,HENRICO COUNTY,110 - JOHNSON,0.0,0.0
1656,VA,HENRICO COUNTY,111 - LAKESIDE,0.0,0.0
1657,VA,HENRICO COUNTY,112 - LONGAN,0.0,0.0
1658,VA,HENRICO COUNTY,113 - MAUDE TREVVETT,314.0,250.0
1659,VA,HENRICO COUNTY,114 - MONUMENT HILLS,0.0,0.0
1660,VA,HENRICO COUNTY,115 - STAPLES MILL,0.0,0.0
1661,VA,HENRICO COUNTY,116 - SUMMIT COURT,266.0,285.0
1662,VA,HENRICO COUNTY,117 - WESTWOOD,413.0,477.0
1663,VA,HENRICO COUNTY,203 - BELMONT,0.0,0.0
1664,VA,HENRICO COUNTY,204 - BROOKLAND,123.0,151.0
1665,VA,HENRICO COUNTY,205 - CANTERBURY,0.0,0.0
1666,VA,HENRICO COUNTY,207 - CHAMBERLAYNE,0.0,0.0
1667,VA,HENRICO COUNTY,210 - GREENWOOD,0.0,0.0
1668,VA,HENRICO COUNTY,212 - HOLLYBROOK,0.0,0.0
1669,VA,HENRICO COUNTY,213 - HUNGARY,0.0,0.0
1670,VA,HENRICO COUNTY,214 - LONGDALE,0.0,0.0
1671,VA,HENRICO COUNTY,216 - MOODY,0.0,0.0
1672,VA,HENRICO COUNTY,217 - MOUNTAIN,157.0,162.0
1673,VA,HENRICO COUNTY,218 - OAKVIEW,0.0,0.0
1674,VA,HENRICO COUNTY,219 - RANDOLPH,0.0,0.0
1675,VA,HENRICO COUNTY,221 - STRATFORD HALL,0.0,0.0
1676,VA,HENRICO COUNTY,223 - YELLOW TAVERN,0.0,0.0
1677,VA,HENRICO COUNTY,301 - CAUSEWAY,0.0,0.0
1678,VA,HENRICO COUNTY,302 - CEDARFIELD,0.0,0.0
1679,VA,HENRICO COUNTY,303 - INNSBROOK,630.0,576.0
1680,VA,HENRICO COUNTY,304 - JACKSON DAVIS,0.0,0.0
1681,VA,HENRICO COUNTY,305 - NUCKOLS FARM,961.0,652.0
1682,VA,HENRICO COUNTY,306 - POCAHONTAS,0.0,0.0
1683,VA,HENRICO COUNTY,307 - RIDGE,0.0,0.0
1684,VA,HENRICO COUNTY,308 - RIVERS EDGE,0.0,0.0
1685,VA,HENRICO COUNTY,309 - SADLER,0.0,0.0
1686,VA,HENRICO COUNTY,310 - SHADY GROVE,0.0,0.0
1687,VA,HENRICO COUNTY,311 - SHORT PUMP,0.0,0.0
1688,VA,HENRICO COUNTY,312 - SPRINGFIELD,372.0,417.0
1689,VA,HENRICO COUNTY,313 - STONEY RUN,0.0,0.0
1690,VA,HENRICO COUNTY,314 - THREE CHOPT,0.0,0.0
1691,VA,HENRICO COUNTY,315 - TUCKER,0.0,0.0
1692,VA,HENRICO COUNTY,401 - QUIOCCASIN ,0.0,0.0
1693,VA,HENRICO COUNTY,402 - CRESTVIEW,394.0,452.0
1694,VA,HENRICO COUNTY,403 - DERBYSHIRE,0.0,0.0
1695,VA,HENRICO COUNTY,404 - FREEMAN,422.0,357.0
1696,VA,HENRICO COUNTY,405 - GAYTON,0.0,0.0
1697,VA,HENRICO COUNTY,406 - GODWIN,0.0,0.0
1698,VA,HENRICO COUNTY,407 - LAKEWOOD,0.0,0.0
1699,VA,HENRICO COUNTY,408 - LAUDERDALE,0.0,0.0
1700,VA,HENRICO COUNTY,409 - MAYBEURY,0.0,0.0
1701,VA,HENRICO COUNTY,410 - MOORELAND,0.0,0.0
1702,VA,HENRICO COUNTY,411 - PEMBERTON,0.0,0.0
1703,VA,HENRICO COUNTY,412 - PINCHBECK,725.0,596.0
1704,VA,HENRICO COUNTY,413 - RIDGEFIELD,0.0,0.0
1705,VA,HENRICO COUNTY,414 - ROLLINGWOOD,0.0,0.0
1706,VA,HENRICO COUNTY,415 - SKIPWITH,0.0,0.0
1707,VA,HENRICO COUNTY,416 - SPOTTSWOOD,0.0,0.0
1708,VA,HENRICO COUNTY,417 - TUCKAHOE,1380.0,699.0
1709,VA,HENRICO COUNTY,418 - WELBORNE,387.0,360.0
1710,VA,HENRICO COUNTY,419 - WEST END,699.0,584.0
1711,VA,LOUISA COUNTY,# AB - Central Absentee Precinct,0.0,0.0
1712,VA,LOUISA COUNTY,## Provisional,0.0,2.0
1713,VA,LOUISA COUNTY,101 - ZION,0.0,0.0
1714,VA,LOUISA COUNTY,102 - MECHANICSVILLE,0.0,0.0
1715,VA,LOUISA COUNTY,201 - LOUISA #1,0.0,0.0
1716,VA,LOUISA COUNTY,202 - LOUISA #2,0.0,0.0
1717,VA,LOUISA COUNTY,301 - PATRICK HENRY NO 1,0.0,0.0
1718,VA,LOUISA COUNTY,302 - PATRICK HENRY #2,0.0,0.0
1719,VA,LOUISA COUNTY,401 - MINERAL,0.0,0.0
1720,VA,LOUISA COUNTY,402 - YANCEYVILLE,161.0,138.0
1721,VA,LOUISA COUNTY,501 - FREDERICKS HALL,163.0,189.0
1722,VA,LOUISA COUNTY,502 - CUCKOO,296.0,160.0
1723,VA,LOUISA COUNTY,503 - ELK CREEK,0.0,0.0
1724,VA,LOUISA COUNTY,601 - BUMPASS,408.0,140.0
1725,VA,LOUISA COUNTY,602 - LOCUST CREEK,0.0,0.0
1726,VA,LOUISA COUNTY,701 - SHELTONS MILL,476.0,281.0
1727,VA,LOUISA COUNTY,702 - SOUTH ANNA,0.0,0.0
1728,VA,NEW KENT COUNTY,# AB - Central Absentee Precinct,169.0,108.0
1729,VA,NEW KENT COUNTY,## Provisional,0.0,0.0
1730,VA,NEW KENT COUNTY,102 - TUNSTALL,0.0,0.0
1731,VA,NEW KENT COUNTY,103 - SOUTHERN BRANCH,0.0,0.0
1732,VA,NEW KENT COUNTY,201 - QUINTON,603.0,328.0
1733,VA,NEW KENT COUNTY,202 - KENTWOOD,0.0,0.0
1734,VA,NEW KENT COUNTY,301 - WATKINS,0.0,0.0
1735,VA,NEW KENT COUNTY,302 - CUMBERLAND,413.0,273.0
1736,VA,NEW KENT COUNTY,401 - PROVIDENCE FORGE,0.0,0.0
1737,VA,NEW KENT COUNTY,403 - MOUNTCASTLE,244.0,106.0
1738,VA,NEW KENT COUNTY,501 - ELTHAM,0.0,0.0
1739,VA,NEW KENT COUNTY,502 - CHICKAHOMINY RIVER,0.0,0.0
1740,VA,ORANGE COUNTY,# AB - Central Absentee Precinct,296.0,202.0
1741,VA,ORANGE COUNTY,## Provisional,0.0,0.0
1742,VA,ORANGE COUNTY,101 - ONE WEST,0.0,0.0
1743,VA,ORANGE COUNTY,102 - ONE EAST,0.0,0.0
1744,VA,ORANGE COUNTY,201 - TWO WEST,0.0,0.0
1745,VA,ORANGE COUNTY,202 - TWO EAST,0.0,0.0
1746,VA,ORANGE COUNTY,301 - THREE WEST,561.0,476.0
1747,VA,ORANGE COUNTY,302 - THREE EAST,225.0,140.0
1748,VA,ORANGE COUNTY,401 - FOUR WEST,0.0,0.0
1749,VA,ORANGE COUNTY,402 - FOUR EAST,478.0,281.0
1750,VA,ORANGE COUNTY,501 - FIVE SOUTH,0.0,0.0
1751,VA,ORANGE COUNTY,502 - FIVE NORTH,0.0,0.0
1752,VA,RICHMOND CITY,# AB - Central Absentee Precinct,265.0,254.0
1753,VA,RICHMOND CITY,## Provisional,2.0,3.0
1754,VA,RICHMOND CITY,101 - ONE HUNDRED ONE,0.0,0.0
1755,VA,RICHMOND CITY,102 - ONE HUNDRED TWO,0.0,0.0
1756,VA,RICHMOND CITY,104 - ONE HUNDRED FOUR,0.0,0.0
1757,VA,RICHMOND CITY,105 - ONE HUNDRED FIVE,0.0,0.0
1758,VA,RICHMOND CITY,106 - ONE HUNDRED SIX,0.0,0.0
1759,VA,RICHMOND CITY,111 - ONE HUNDRED ELEVEN,0.0,0.0
1760,VA,RICHMOND CITY,112 - ONE HUNDRED TWELVE,0.0,0.0
1761,VA,RICHMOND CITY,309 - THREE HUNDRED NINE,0.0,0.0
1762,VA,RICHMOND CITY,409 - FOUR HUNDRED NINE,0.0,0.0
1763,VA,RICHMOND CITY,410 - FOUR HUNDRED TEN,0.0,0.0
1764,VA,RICHMOND CITY,412 - FOUR HUNDRED TWELVE,0.0,0.0
1765,VA,RICHMOND CITY,413 - FOUR HUNDRED THIRTEEN,0.0,0.0
1766,VA,RICHMOND CITY,414 - FOUR HUNDRED FOURTEEN,0.0,0.0
1767,VA,RICHMOND CITY,908 - NINE HUNDRED EIGHT,0.0,0.0
1768,VA,SPOTSYLVANIA COUNTY,# AB - Central Absentee Precinct,797.0,506.0
1769,VA,SPOTSYLVANIA COUNTY,## Provisional,,1.0
1770,VA,SPOTSYLVANIA COUNTY,101 - PARTLOW,583.0,248.0
1771,VA,SPOTSYLVANIA COUNTY,102 - BLAYDES CORNER,0.0,0.0
1772,VA,SPOTSYLVANIA COUNTY,103 - TRAVELERS REST,0.0,0.0
1773,VA,SPOTSYLVANIA COUNTY,104 - MASSAPONAX,0.0,0.0
1774,VA,SPOTSYLVANIA COUNTY,201 - WILDERNESS SCHOOL,0.0,0.0
1775,VA,SPOTSYLVANIA COUNTY,202 - WILDERNESS FIRE,654.0,331.0
1776,VA,SPOTSYLVANIA COUNTY,203 - NI RIVER / ELYS FORD,0.0,0.0
1777,VA,SPOTSYLVANIA COUNTY,204 - CHANCELLOR,715.0,542.0
1778,VA,SPOTSYLVANIA COUNTY,303 - RIVERBEND,0.0,0.0
1779,VA,SPOTSYLVANIA COUNTY,401 - SUMMIT,0.0,0.0
1780,VA,SPOTSYLVANIA COUNTY,402 - PARKSIDE,0.0,0.0
1781,VA,SPOTSYLVANIA COUNTY,403 - LEE HILL,836.0,595.0
1782,VA,SPOTSYLVANIA COUNTY,501 - BELMONT,542.0,232.0
1783,VA,SPOTSYLVANIA COUNTY,502 - BROKENBURG,0.0,0.0
1784,VA,SPOTSYLVANIA COUNTY,503 - POST OAK,570.0,221.0
1785,VA,SPOTSYLVANIA COUNTY,504 - COURTHOUSE,0.0,0.0
1786,VA,SPOTSYLVANIA COUNTY,505 - BROCK,0.0,0.0
1787,VA,SPOTSYLVANIA COUNTY,601 - SALEM,0.0,0.0
1788,VA,SPOTSYLVANIA COUNTY,602 - SMITH STATION,0.0,0.0
1789,VA,SPOTSYLVANIA COUNTY,603 - PIEDMONT,0.0,0.0
1790,VA,SPOTSYLVANIA COUNTY,702 - BRENTS MILL,0.0,0.0
1791,VA,SPOTSYLVANIA COUNTY,703 - FAIRVIEW,0.0,0.0
1792,VA,SPOTSYLVANIA COUNTY,704 - GAYLE,0.0,0.0
1793,VA,ALEXANDRIA CITY,# AB - Central Absentee Precinct,1229.0,2685.0
1794,VA,ALEXANDRIA CITY,## Provisional,0.0,0.0
1795,VA,ALEXANDRIA CITY,101 - LADREY SENIOR BUILDING,347.0,686.0
1796,VA,ALEXANDRIA CITY,102 - CITY HALL,0.0,0.0
1797,VA,ALEXANDRIA CITY,103 - LYLES CROUCH SCHOOL,0.0,0.0
1798,VA,ALEXANDRIA CITY,104 - DURANT CENTER,0.0,0.0
1799,VA,ALEXANDRIA CITY,105 - LEE CENTER,442.0,1091.0
1800,VA,ALEXANDRIA CITY,106 - CORA KELLY CENTER,0.0,0.0
1801,VA,ALEXANDRIA CITY,107 - MT VERNON RECREATION CENTER,0.0,0.0
1802,VA,ALEXANDRIA CITY,108 - GEORGE WASHINGTON MIDDLE SCH,398.0,1463.0
1803,VA,ALEXANDRIA CITY,109 - FIRE DEPARTMENT HEADQUARTERS,0.0,0.0
1804,VA,ALEXANDRIA CITY,201 - MAURY SCHOOL,0.0,0.0
1805,VA,ALEXANDRIA CITY,202 - GEORGE MASON SCHOOL,0.0,0.0
1806,VA,ALEXANDRIA CITY,203 - AGUDAS ACHIM SYNAGOGUE,0.0,0.0
1807,VA,ALEXANDRIA CITY,204 - BLESSED SACRAMENT CHURCH,0.0,0.0
1808,VA,ALEXANDRIA CITY,205 - DOUGLAS MACARTHUR SCHOOL,0.0,0.0
1809,VA,ALEXANDRIA CITY,206 - CHINQUAPIN PARK RECREATION CTR,0.0,0.0
1810,VA,ALEXANDRIA CITY,207 - TEMPLE BETH EL SYNAGOGUE,573.0,1095.0
1811,VA,ALEXANDRIA CITY,208 - NOVA ARTS CENTER,303.0,788.0
1812,VA,ALEXANDRIA CITY,209 - JAMES K POLK SCHOOL,0.0,0.0
1813,VA,ALEXANDRIA CITY,210 - The Hermitage,0.0,0.0
1814,VA,ALEXANDRIA CITY,302 - PATRICK HENRY REC CENTER,196.0,676.0
1815,VA,ALEXANDRIA CITY,303 - CHARLES E BEATLEY LIBRARY,241.0,945.0
1816,VA,ALEXANDRIA CITY,304 - SAMUEL TUCKER SCHOOL,0.0,0.0
1817,VA,ALEXANDRIA CITY,305 - JOHN ADAMS SCHOOL,0.0,0.0
1818,VA,ALEXANDRIA CITY,306 - WILLIAM RAMSAY SCHOOL,0.0,0.0
1819,VA,ALEXANDRIA CITY,307 - SOUTH PORT,0.0,0.0
1820,VA,ALEXANDRIA CITY,308 - CAMERON STATION COMMUNITY CTR,0.0,0.0
1821,VA,ARLINGTON COUNTY,# AB - Central Absentee Precinct,0.0,0.0
1822,VA,ARLINGTON COUNTY,## Provisional,15.0,58.0
1823,VA,ARLINGTON COUNTY,001 - ARLINGTON,0.0,0.0
1824,VA,ARLINGTON COUNTY,002 - ASHTON HEIGHTS,0.0,0.0
1825,VA,ARLINGTON COUNTY,003 - AURORA HILLS,0.0,0.0
1826,VA,ARLINGTON COUNTY,004 - BALLSTON,0.0,0.0
1827,VA,ARLINGTON COUNTY,005 - BARCROFT,294.0,845.0
1828,VA,ARLINGTON COUNTY,006 - CRYSTAL CITY,0.0,0.0
1829,VA,ARLINGTON COUNTY,007 - CHERRYDALE,0.0,0.0
1830,VA,ARLINGTON COUNTY,008 - HUME,0.0,0.0
1831,VA,ARLINGTON COUNTY,009 - COLUMBIA,0.0,0.0
1832,VA,ARLINGTON COUNTY,010 - WILSON,0.0,0.0
1833,VA,ARLINGTON COUNTY,011 - EAST FALLS CHURCH,0.0,0.0
1834,VA,ARLINGTON COUNTY,012 - FAIRLINGTON,0.0,0.0
1835,VA,ARLINGTON COUNTY,013 - GLEN CARLYN,201.0,666.0
1836,VA,ARLINGTON COUNTY,014 - CLARENDON,0.0,0.0
1837,VA,ARLINGTON COUNTY,015 - LYON PARK,0.0,0.0
1838,VA,ARLINGTON COUNTY,016 - LYON VILLAGE,354.0,874.0
1839,VA,ARLINGTON COUNTY,017 - OVERLEE KNOLLS,0.0,0.0
1840,VA,ARLINGTON COUNTY,018 - PARK LANE,328.0,1017.0
1841,VA,ARLINGTON COUNTY,019 - ROSSLYN,0.0,0.0
1842,VA,ARLINGTON COUNTY,020 - THRIFTON,0.0,0.0
1843,VA,ARLINGTON COUNTY,021 - VIRGINIA HIGHLANDS,0.0,0.0
1844,VA,ARLINGTON COUNTY,022 - ABINGDON,0.0,0.0
1845,VA,ARLINGTON COUNTY,023 - WESTOVER,0.0,0.0
1846,VA,ARLINGTON COUNTY,024 - WOODLAWN,0.0,0.0
1847,VA,ARLINGTON COUNTY,025 - ARLINGTON FOREST,0.0,0.0
1848,VA,ARLINGTON COUNTY,026 - FILLMORE,0.0,0.0
1849,VA,ARLINGTON COUNTY,027 - JEFFERSON,0.0,0.0
1850,VA,ARLINGTON COUNTY,028 - WAKEFIELD,0.0,0.0
1851,VA,ARLINGTON COUNTY,029 - DOMINION HILLS,0.0,0.0
1852,VA,ARLINGTON COUNTY,030 - GLEBE,0.0,0.0
1853,VA,ARLINGTON COUNTY,031 - LEXINGTON,0.0,0.0
1854,VA,ARLINGTON COUNTY,032 - OAKRIDGE,0.0,0.0
1855,VA,ARLINGTON COUNTY,033 - ROCK SPRING,0.0,0.0
1856,VA,ARLINGTON COUNTY,034 - YORKTOWN,0.0,0.0
1857,VA,ARLINGTON COUNTY,035 - MADISON,690.0,1038.0
1858,VA,ARLINGTON COUNTY,036 - MARSHALL,448.0,1016.0
1859,VA,ARLINGTON COUNTY,037 - NOTTINGHAM,0.0,0.0
1860,VA,ARLINGTON COUNTY,038 - ARLINGTON VIEW,0.0,0.0
1861,VA,ARLINGTON COUNTY,039 - ASHLAWN,0.0,0.0
1862,VA,ARLINGTON COUNTY,040 - VIRGINIA SQUARE,0.0,0.0
1863,VA,ARLINGTON COUNTY,041 - NAVY LEAGUE,0.0,0.0
1864,VA,ARLINGTON COUNTY,042 - SHIRLINGTON,0.0,0.0
1865,VA,ARLINGTON COUNTY,043 - CAMPBELL,0.0,0.0
1866,VA,ARLINGTON COUNTY,044 - DAWSON TERRACE,0.0,0.0
1867,VA,ARLINGTON COUNTY,045 - BUCKINGHAM,0.0,0.0
1868,VA,ARLINGTON COUNTY,046 - CENTRAL,359.0,735.0
1869,VA,ARLINGTON COUNTY,047 - FOUR MILE RUN,187.0,623.0
1870,VA,ARLINGTON COUNTY,048 - AUSA,0.0,0.0
1871,VA,ARLINGTON COUNTY,049 - MONROE,0.0,0.0
1872,VA,ARLINGTON COUNTY,050 - CRYSTAL PLAZA,0.0,0.0
1873,VA,ARLINGTON COUNTY,051 - TAYLOR,0.0,0.0
1874,VA,ARLINGTON COUNTY,052 - GUNSTON,0.0,0.0
1875,VA,FAIRFAX COUNTY,# AB - Central Absentee Precinct,0.0,0.0
1876,VA,FAIRFAX COUNTY,## Provisional,0.0,0.0
1877,VA,FAIRFAX COUNTY,302 - CHESTERBROOK,509.0,698.0
1878,VA,FAIRFAX COUNTY,305 - EL NIDO,380.0,669.0
1879,VA,FAIRFAX COUNTY,307 - HAYCOCK,469.0,760.0
1880,VA,FAIRFAX COUNTY,310 - KIRBY,0.0,0.0
1881,VA,FAIRFAX COUNTY,312 - LONGFELLOW,0.0,0.0
1882,VA,FAIRFAX COUNTY,315 - PIMMIT,0.0,0.0
1883,VA,FAIRFAX COUNTY,316 - SALONA #1,196.0,263.0
1884,VA,FAIRFAX COUNTY,317 - WESTHAMPTON,0.0,0.0
1885,VA,FAIRFAX COUNTY,318 - WESTMORELAND,0.0,0.0
1886,VA,FAIRFAX COUNTY,333 - SALONA #2,0.0,0.0
1887,VA,FAIRFAX COUNTY,401 - BUSH HILL,0.0,0.0
1888,VA,FAIRFAX COUNTY,402 - CAMERON,0.0,0.0
1889,VA,FAIRFAX COUNTY,404 - FRANCONIA,0.0,0.0
1890,VA,FAIRFAX COUNTY,405 - GROVETON,0.0,0.0
1891,VA,FAIRFAX COUNTY,406 - HAYFIELD,573.0,617.0
1892,VA,FAIRFAX COUNTY,408 - MOUNT EAGLE,0.0,0.0
1893,VA,FAIRFAX COUNTY,409 - PIONEER,535.0,1124.0
1894,VA,FAIRFAX COUNTY,410 - ROSE HILL,0.0,0.0
1895,VA,FAIRFAX COUNTY,411 - VIRGINIA HILLS,0.0,0.0
1896,VA,FAIRFAX COUNTY,413 - FAIRFIELD,0.0,0.0
1897,VA,FAIRFAX COUNTY,415 - CRESTWOOD,0.0,0.0
1898,VA,FAIRFAX COUNTY,417 - GARFIELD,0.0,0.0
1899,VA,FAIRFAX COUNTY,418 - LYNBROOK,224.0,390.0
1900,VA,FAIRFAX COUNTY,419 - LANE,0.0,0.0
1901,VA,FAIRFAX COUNTY,420 - VILLAGES,0.0,0.0
1902,VA,FAIRFAX COUNTY,421 - KINGSTOWNE,0.0,0.0
1903,VA,FAIRFAX COUNTY,422 - VAN DORN,0.0,0.0
1904,VA,FAIRFAX COUNTY,423 - CLERMONT,0.0,0.0
1905,VA,FAIRFAX COUNTY,424 - HUNTLEY,0.0,0.0
1906,VA,FAIRFAX COUNTY,427 - ISLAND CREEK,0.0,0.0
1907,VA,FAIRFAX COUNTY,428 - PINEWOOD,0.0,0.0
1908,VA,FAIRFAX COUNTY,429 - HYBLA VALLEY,0.0,0.0
1909,VA,FAIRFAX COUNTY,501 - BAILEYS,0.0,0.0
1910,VA,FAIRFAX COUNTY,505 - GLEN FOREST,276.0,608.0
1911,VA,FAIRFAX COUNTY,506 - HOLMES,0.0,0.0
1912,VA,FAIRFAX COUNTY,507 - LINCOLNIA,0.0,0.0
1913,VA,FAIRFAX COUNTY,509 - PLAZA,0.0,0.0
1914,VA,FAIRFAX COUNTY,510 - PARKLAWN,0.0,0.0
1915,VA,FAIRFAX COUNTY,513 - SAINT ALBANS,0.0,0.0
1916,VA,FAIRFAX COUNTY,515 - WESTLAWN,0.0,0.0
1917,VA,FAIRFAX COUNTY,516 - WEYANOKE,0.0,0.0
1918,VA,FAIRFAX COUNTY,517 - WILLSTON,0.0,0.0
1919,VA,FAIRFAX COUNTY,520 - SKYLINE,0.0,0.0
1920,VA,FAIRFAX COUNTY,521 - BROOK HILL,350.0,434.0
1921,VA,FAIRFAX COUNTY,523 - POE,375.0,612.0
1922,VA,FAIRFAX COUNTY,525 - WALNUT HILL,476.0,798.0
1923,VA,FAIRFAX COUNTY,526 - BREN MAR,325.0,808.0
1924,VA,FAIRFAX COUNTY,527 - EDSALL,0.0,0.0
1925,VA,FAIRFAX COUNTY,601 - BELLE HAVEN,502.0,538.0
1926,VA,FAIRFAX COUNTY,602 - BELLEVIEW,0.0,0.0
1927,VA,FAIRFAX COUNTY,604 - BUCKNELL,0.0,0.0
1928,VA,FAIRFAX COUNTY,605 - FORT HUNT,0.0,0.0
1929,VA,FAIRFAX COUNTY,606 - HOLLIN HALL,554.0,819.0
1930,VA,FAIRFAX COUNTY,607 - HUNTINGTON,0.0,0.0
1931,VA,FAIRFAX COUNTY,608 - KIRKSIDE,0.0,0.0
1932,VA,FAIRFAX COUNTY,609 - MARLAN,0.0,0.0
1933,VA,FAIRFAX COUNTY,610 - SHERWOOD,307.0,582.0
1934,VA,FAIRFAX COUNTY,611 - STRATFORD,0.0,0.0
1935,VA,FAIRFAX COUNTY,612 - WAYNEWOOD,0.0,0.0
1936,VA,FAIRFAX COUNTY,613 - WESTGATE,0.0,0.0
1937,VA,FAIRFAX COUNTY,614 - RIVERSIDE,529.0,562.0
1938,VA,FAIRFAX COUNTY,615 - WOODLEY,0.0,0.0
1939,VA,FAIRFAX COUNTY,616 - GUNSTON,0.0,0.0
1940,VA,FAIRFAX COUNTY,617 - LORTON,188.0,585.0
1941,VA,FAIRFAX COUNTY,619 - BELVOIR,395.0,558.0
1942,VA,FAIRFAX COUNTY,621 - GROSVENOR,0.0,0.0
1943,VA,FAIRFAX COUNTY,622 - LORTON STATION,0.0,0.0
1944,VA,FAIRFAX COUNTY,623 - ALBAN,0.0,0.0
1945,VA,FAIRFAX COUNTY,625 - LORTON CENTER,327.0,461.0
1946,VA,FAIRFAX COUNTY,626 - SARATOGA,0.0,0.0
1947,VA,FAIRFAX COUNTY,627 - WOODLAWN,0.0,0.0
1948,VA,FAIRFAX COUNTY,703 - FORT BUFFALO,0.0,0.0
1949,VA,FAIRFAX COUNTY,705 - GRAHAM - GREENWAY,0.0,0.0
1950,VA,FAIRFAX COUNTY,708 - MARSHALL,0.0,0.0
1951,VA,FAIRFAX COUNTY,710 - PINE SPRING,0.0,0.0
1952,VA,FAIRFAX COUNTY,712 - SHREVE,242.0,461.0
1953,VA,FAIRFAX COUNTY,713 - TIMBER LANE,351.0,776.0
1954,VA,FAIRFAX COUNTY,726 - MAGARITY,0.0,0.0
1955,VA,FALLS CHURCH CITY,# AB - Central Absentee Precinct,0.0,0.0
1956,VA,FALLS CHURCH CITY,## Provisional,0.0,0.0
1957,VA,FALLS CHURCH CITY,001 - FIRST WARD,0.0,0.0
1958,VA,FALLS CHURCH CITY,002 - SECOND WARD,0.0,0.0
1959,VA,FALLS CHURCH CITY,003 - THIRD WARD,0.0,0.0
1960,VA,ALLEGHANY COUNTY,# AB - Central Absentee Precinct,0.0,0.0
1961,VA,ALLEGHANY COUNTY,101 - ARRITT,0.0,0.0
1962,VA,ALLEGHANY COUNTY,103 - DAMERON,0.0,0.0
1963,VA,ALLEGHANY COUNTY,201 - HUMPBACK BRIDGE,0.0,0.0
1964,VA,ALLEGHANY COUNTY,202 - DOLLY ANN,0.0,0.0
1965,VA,ALLEGHANY COUNTY,301 - CALLAGHAN,0.0,0.0
1966,VA,ALLEGHANY COUNTY,302 - GRIFFITH,0.0,0.0
1967,VA,ALLEGHANY COUNTY,401 - LOW MOOR,0.0,0.0
1968,VA,ALLEGHANY COUNTY,402 - JACKSON HEIGHTS,0.0,0.0
1969,VA,ALLEGHANY COUNTY,501 - IRON GATE,0.0,0.0
1970,VA,ALLEGHANY COUNTY,502 - PETERS SWITCH,0.0,0.0
1971,VA,ALLEGHANY COUNTY,601 - DISTRICT 1,0.0,0.0
1972,VA,ALLEGHANY COUNTY,701 - DISTRICT 2,0.0,0.0
1973,VA,BLAND COUNTY,# AB - Central Absentee Precinct,0.0,0.0
1974,VA,BLAND COUNTY,101 - BASTIAN,0.0,0.0
1975,VA,BLAND COUNTY,102 - CERES,158.0,73.0
1976,VA,BLAND COUNTY,201 - DAVIS,45.0,30.0
1977,VA,BLAND COUNTY,202 - SEDDON,309.0,150.0
1978,VA,BLAND COUNTY,301 - HOLLYBROOK,0.0,0.0
1979,VA,BLAND COUNTY,302 - MECHANICSBURG,65.0,28.0
1980,VA,BLAND COUNTY,401 - ROCKY GAP,336.0,103.0
1981,VA,BRISTOL CITY,# AB - Central Absentee Precinct,0.0,0.0
1982,VA,BRISTOL CITY,## Provisional,0.0,0.0
1983,VA,BRISTOL CITY,001 - FIRST WARD,0.0,0.0
1984,VA,BRISTOL CITY,002 - SECOND WARD,0.0,0.0
1985,VA,BRISTOL CITY,003 - THIRD WARD,0.0,0.0
1986,VA,BRISTOL CITY,004 - FOURTH WARD,1073.0,431.0
1987,VA,BUCHANAN COUNTY,# AB - Central Absentee Precinct,154.0,144.0
1988,VA,BUCHANAN COUNTY,## Provisional,0.0,0.0
1989,VA,BUCHANAN COUNTY,102 - BLACKEY,0.0,0.0
1990,VA,BUCHANAN COUNTY,103 - HURLEY,0.0,0.0
1991,VA,BUCHANAN COUNTY,201 - GRASSY,0.0,0.0
1992,VA,BUCHANAN COUNTY,202 - BULL,156.0,98.0
1993,VA,BUCHANAN COUNTY,203 - ROCKLICK,0.0,0.0
1994,VA,BUCHANAN COUNTY,301 - SLATE,0.0,0.0
1995,VA,BUCHANAN COUNTY,302 - NORTH GRUNDY,0.0,0.0
1996,VA,BUCHANAN COUNTY,403 - SOUTH GRUNDY,326.0,162.0
1997,VA,BUCHANAN COUNTY,404 - OAKWOOD,0.0,0.0
1998,VA,BUCHANAN COUNTY,501 - PRATER,0.0,0.0
1999,VA,BUCHANAN COUNTY,502 - FOX,0.0,0.0
2000,VA,BUCHANAN COUNTY,503 - VANSANT,0.0,0.0
2001,VA,BUCHANAN COUNTY,601 - COUNCIL,0.0,0.0
2002,VA,BUCHANAN COUNTY,602 - GARDEN,0.0,0.0
