STATE,COUNTY,PRECINCT,REP,DEM
VA,FAIRFAX COUNTY,127 - BURKE CENTRE,718,994
VA,FAIRFAX COUNTY,128 - CARDINAL,365,562
VA,FAIRFAX COUNTY,129 - KEENE MILL,308,423
VA,FAIRFAX COUNTY,130 - TERRA CENTRE,500,639
VA,FAIRFAX COUNTY,131 - EAGLE VIEW,551,736
VA,FAIRFAX COUNTY,132 - MONUMENT,456,695
VA,FAIRFAX COUNTY,133 - DANBURY,120,187
VA,FAIRFAX COUNTY,134 - UNIVERSITY,141,368
VA,FAIRFAX COUNTY,202 - FLINT HILL,678,840
VA,FAIRFAX COUNTY,203 - FLORIS,711,935
VA,FAIRFAX COUNTY,204 - MADISON,122,225
VA,FAIRFAX COUNTY,208 - RESTON #1,264,794
VA,FAIRFAX COUNTY,209 - RESTON #2,343,968
VA,FAIRFAX COUNTY,213 - VIENNA #1,711,1140
VA,FAIRFAX COUNTY,214 - VIENNA #2,616,883
VA,FAIRFAX COUNTY,216 - VIENNA #4,277,419
VA,FAIRFAX COUNTY,218 - VIENNA #6,344,671
VA,FAIRFAX COUNTY,219 - WESTBRIAR,669,870
VA,FAIRFAX COUNTY,220 - DOGWOOD,484,1070
VA,FAIRFAX COUNTY,221 - HUNTERS WOODS,505,914
VA,FAIRFAX COUNTY,222 - RESTON #3,220,777
VA,FAIRFAX COUNTY,223 - GLADE,514,1289
VA,FAIRFAX COUNTY,224 - SOUTH LAKES,565,1471
VA,FAIRFAX COUNTY,225 - HUGHES,373,1035
VA,FAIRFAX COUNTY,226 - WOLFTRAP,793,1016
VA,FAIRFAX COUNTY,227 - SUNRISE VALLEY,390,516
VA,FAIRFAX COUNTY,233 - NORTH POINT,797,1207
VA,FAIRFAX COUNTY,234 - ALDRIN,876,1320
VA,FAIRFAX COUNTY,235 - FRYING PAN,362,698
VA,FAIRFAX COUNTY,236 - STUART,227,390
VA,FAIRFAX COUNTY,237 - MCNAIR,320,675
VA,FAIRFAX COUNTY,238 - CAMERON GLEN,514,660
VA,FAIRFAX COUNTY,319 - HERNDON #1,631,923
VA,FAIRFAX COUNTY,320 - HERNDON #2,510,952
VA,FAIRFAX COUNTY,324 - HERNDON #3,437,795
VA,FAIRFAX COUNTY,325 - HUTCHISON,207,453
VA,FAIRFAX COUNTY,332 - COATES,222,591
VA,FAIRFAX COUNTY,426 - GREENSPRING,491,709
VA,FAIRFAX COUNTY,502 - BARCROFT,240,491
VA,FAIRFAX COUNTY,503 - BELVEDERE,240,547
VA,FAIRFAX COUNTY,504 - BRISTOW,284,522
VA,FAIRFAX COUNTY,506 - HOLMES,193,475
VA,FAIRFAX COUNTY,508 - MASONVILLE,450,751
VA,FAIRFAX COUNTY,511 - RAVENWOOD,421,766
VA,FAIRFAX COUNTY,512 - SLEEPY HOLLOW,232,404
VA,FAIRFAX COUNTY,513 - SAINT ALBANS,254,441
VA,FAIRFAX COUNTY,518 - COLUMBIA,430,570
VA,FAIRFAX COUNTY,519 - HUMMER,290,441
VA,FAIRFAX COUNTY,522 - CAMELOT,370,430
VA,FAIRFAX COUNTY,528 - RIDGELEA,250,370
VA,FAIRFAX COUNTY,618 - NEWINGTON,756,1059
VA,FAIRFAX COUNTY,628 - LAUREL HILL,393,788
VA,FAIRFAX COUNTY,629 - SOUTH COUNTY,624,601
VA,FAIRFAX COUNTY,701 - BLAKE,639,1014
VA,FAIRFAX COUNTY,704 - FREEDOM HILL,367,568
VA,FAIRFAX COUNTY,707 - MANTUA,424,635
VA,FAIRFAX COUNTY,709 - MOSBY,380,768
VA,FAIRFAX COUNTY,711 - PRICE,362,567
VA,FAIRFAX COUNTY,714 - WALKER,478,812
VA,FAIRFAX COUNTY,717 - WOODBURN,255,546
VA,FAIRFAX COUNTY,718 - PINE RIDGE,368,522
VA,FAIRFAX COUNTY,719 - STENWOOD,176,325
VA,FAIRFAX COUNTY,720 - THOREAU,363,527
VA,FAIRFAX COUNTY,721 - MERRIFIELD,402,902
VA,FAIRFAX COUNTY,727 - OAKTON,615,670
VA,FAIRFAX COUNTY,729 - NOTTOWAY,519,926
VA,FAIRFAX COUNTY,730 - PENDERBROOK,539,709
VA,FAIRFAX COUNTY,731 - TYSONS,332,544
VA,FAIRFAX COUNTY,732 - OAK MARR,742,855
VA,FAIRFAX COUNTY,733 - KILMER,537,997
VA,FAIRFAX COUNTY,734 - HUNTERS BRANCH,249,468
VA,FAIRFAX COUNTY,801 - BURKE,693,1015
VA,FAIRFAX COUNTY,802 - CEDAR LAKE,179,245
VA,FAIRFAX COUNTY,806 - SYDENSTRICKER,689,710
VA,FAIRFAX COUNTY,807 - HUNT VALLEY,508,513
VA,FAIRFAX COUNTY,811 - POHICK,318,440
VA,FAIRFAX COUNTY,812 - VALLEY,554,676
VA,FAIRFAX COUNTY,824 - ORANGE,930,910
VA,FAIRFAX COUNTY,825 - CHERRY RUN,655,677
VA,FAIRFAX COUNTY,827 - IRVING,544,699
VA,FAIRFAX COUNTY,833 - WHITE OAKS,529,695
VA,FAIRFAX COUNTY,840 - WEST SPRINGFIELD,628,735
VA,FAIRFAX COUNTY,842 - PARKWAY,544,530
VA,FAIRFAX COUNTY,843 - FAIR LAKES,507,674
VA,FAIRFAX COUNTY,844 - CENTERPOINTE,303,515
VA,FAIRFAX COUNTY,846 - GREENBRIAR EAST,490,616
VA,FAIRFAX COUNTY,848 - FAIR OAKS,392,566
VA,FAIRFAX COUNTY,851 - WILLOW SPRINGS,641,515
VA,FAIRFAX COUNTY,901 - CENTRE RIDGE,501,753
VA,FAIRFAX COUNTY,910 - LONDON TOWNE #1,469,723
VA,FAIRFAX COUNTY,918 - CENTREVILLE,567,803
VA,FAIRFAX COUNTY,919 - GREEN TRAILS,597,764
VA,FAIRFAX COUNTY,924 - LONDON TOWNE #2,49,128
VA,FAIRFAX COUNTY,926 - POWELL,516,743
VA,FAIRFAX COUNTY,933 - COMPTON,117,133
VA,PRINCE WILLIAM COUNTY,# AB - Central Absentee Precinct,748,1174
VA,PRINCE WILLIAM COUNTY,## Provisional,8,10
VA,PRINCE WILLIAM COUNTY,201 - SAUNDERS,287,532
VA,PRINCE WILLIAM COUNTY,210 - PENN,36,31
VA,PRINCE WILLIAM COUNTY,215 - ROSA PARKS,342,545
VA,PRINCE WILLIAM COUNTY,301 - DUMFRIES,218,459
VA,PRINCE WILLIAM COUNTY,302 - POTOMAC,217,840
VA,PRINCE WILLIAM COUNTY,303 - GRAHAM PARK,136,288
VA,PRINCE WILLIAM COUNTY,311 - SWANS CREEK,384,872
VA,PRINCE WILLIAM COUNTY,312 - TRIANGLE ,352,476
VA,PRINCE WILLIAM COUNTY,502 - OCCOQUAN,300,317
VA,PRINCE WILLIAM COUNTY,503 - OLD BRIDGE,253,432
VA,PRINCE WILLIAM COUNTY,504 - ROCKLEDGE,397,467
VA,PRINCE WILLIAM COUNTY,506 - BETHEL,636,800
VA,PRINCE WILLIAM COUNTY,507 - CHINN,421,530
VA,PRINCE WILLIAM COUNTY,512 - YORK,221,633
VA,PRINCE WILLIAM COUNTY,513 - LYNNWOOD,698,521
VA,PRINCE WILLIAM COUNTY,514 - ANTIETAM,551,682
VA,PRINCE WILLIAM COUNTY,601 - DALE,189,489
VA,PRINCE WILLIAM COUNTY,602 - BEVILLE,410,814
VA,PRINCE WILLIAM COUNTY,603 - HAMPTON,153,453
VA,PRINCE WILLIAM COUNTY,604 - GIDEON,240,489
VA,PRINCE WILLIAM COUNTY,605 - MINNIEVILLE,344,501
VA,PRINCE WILLIAM COUNTY,606 - BEL AIR,330,463
VA,PRINCE WILLIAM COUNTY,607 - KERRYDALE,306,622
VA,PRINCE WILLIAM COUNTY,608 - ENTERPRISE,314,566
VA,PRINCE WILLIAM COUNTY,609 - KING,382,736
VA,PRINCE WILLIAM COUNTY,610 - FITZGERALD,308,616
VA,PRINCE WILLIAM COUNTY,611 - NEABSCO,188,368
VA,PRINCE WILLIAM COUNTY,701 - BELMONT,431,541
VA,PRINCE WILLIAM COUNTY,702 - LIBRARY,264,524
VA,PRINCE WILLIAM COUNTY,703 - LYNN,108,283
VA,PRINCE WILLIAM COUNTY,704 - PORTER,149,513
VA,PRINCE WILLIAM COUNTY,705 - POTOMAC VIEW,245,252
VA,PRINCE WILLIAM COUNTY,706 - RIPPON,369,557
VA,PRINCE WILLIAM COUNTY,707 - KILBY,236,370
VA,PRINCE WILLIAM COUNTY,708 - RIVER OAKS,155,578
VA,PRINCE WILLIAM COUNTY,709 - FREEDOM,150,602
VA,PRINCE WILLIAM COUNTY,710 - POWELLS CREEK,134,528
VA,PRINCE WILLIAM COUNTY,711 - GRAYSON,263,532
VA,PRINCE WILLIAM COUNTY,712 - LEESYLVANIA,402,580
