STATE,DISTRICT,COUNTY,PRECINCT,PAST_DEM,PAST_REP
MN,2,66,105,1075,494
MN,2,66,113,1032,304
MN,2,66,114,1051,266
MN,2,66,115,235,271
MN,2,66,120,88,134
MN,1,66,125,283,369
MN,1,66,130,229,320
MN,1,66,135,282,469
MN,1,66,140,194,314
MN,2,66,142,220,357
MN,1,66,145,380,533
MN,1,66,150,248,470
MN,2,66,155,139,178
MN,1,67,5,13,75
MN,1,67,10,56,94
MN,1,67,15,69,133
MN,1,67,20,33,111
MN,1,67,25,28,53
MN,1,67,30,45,38
MN,1,67,35,100,235
MN,1,67,40,18,8
MN,1,67,45,47,82
MN,1,67,50,11,16
MN,1,67,55,511,518
MN,1,67,60,145,175
MN,1,67,65,353,339
MN,1,67,70,134,166
MN,1,67,75,34,93
MN,1,67,77,40,98
MN,1,67,80,36,27
MN,1,67,85,49,63
MN,1,67,90,41,178
MN,1,67,95,50,66
MN,1,67,100,36,59
MN,1,67,105,35,88
MN,1,67,110,25,44
MN,1,67,115,37,51
MN,7,68,5,73,112
MN,7,68,10,27,40
MN,7,68,15,27,52
MN,7,68,20,23,24
MN,7,68,25,27,50
MN,7,68,28,27,37
MN,7,68,30,22,42
MN,7,68,35,25,39
MN,7,68,40,24,52
MN,7,68,45,88,117
MN,7,68,50,63,77
MN,7,68,55,35,45
MN,7,68,60,161,190
MN,7,68,65,26,47
MN,7,68,70,59,66
MN,7,68,75,24,42
MN,7,68,80,99,195
MN,7,68,83,6,4
MN,7,68,85,280,557
MN,7,68,90,80,161
MN,7,68,95,2,21
MN,7,68,100,101,130
MN,7,68,105,57,74
MN,7,68,110,13,44
MN,7,68,115,121,318
MN,7,68,120,6,15
MN,7,68,121,29,42
MN,7,68,122,6,6
MN,7,68,125,12,14
MN,7,68,130,3,7
MN,7,68,135,10,10
MN,7,68,140,25,26
MN,7,68,145,28,19
MN,7,68,150,16,38
MN,7,68,155,540,724
MN,7,68,160,68,108
MN,7,68,165,30,77
MN,7,68,170,17,36
MN,7,68,175,90,206
MN,7,68,176,12,18
MN,7,68,180,59,79
MN,7,68,185,41,58
MN,7,68,190,8,17
MN,7,68,195,282,373
MN,8,69,5,78,57
MN,8,69,10,182,80
MN,8,69,15,90,31
MN,8,69,20,80,53
MN,8,69,25,80,35
MN,8,69,30,51,22
MN,8,69,31,33,10
MN,8,69,35,492,348
MN,8,69,40,318,175
MN,8,69,45,21,5
MN,8,69,50,161,166
MN,8,69,55,398,156
MN,8,69,60,334,233
MN,8,69,65,228,180
MN,8,69,66,3,4
MN,8,69,70,404,207
MN,8,69,75,36,6
MN,8,69,80,321,163
MN,8,69,85,744,594
MN,8,69,90,49,53
MN,8,69,95,328,177
MN,8,69,100,1702,688
MN,8,69,115,342,187
MN,8,69,120,111,86
MN,8,69,125,190,116
MN,8,69,130,180,112
MN,8,69,133,29,54
MN,8,69,135,107,32
MN,8,69,140,907,455
MN,8,69,145,938,396
MN,8,69,150,1037,552
MN,8,69,155,922,519
MN,8,69,160,978,540
MN,8,69,165,1626,837
MN,8,69,170,1060,544
MN,8,69,175,1058,713
MN,8,69,180,702,395
MN,8,69,190,1169,660
MN,8,69,195,1711,1047
MN,8,69,200,1157,410
MN,8,69,205,1169,360
MN,8,69,210,1216,308
MN,8,69,215,1290,396
MN,8,69,220,1446,646
MN,8,69,230,1000,231
MN,8,69,240,574,212
MN,8,69,245,551,129
MN,8,69,250,602,188
MN,8,69,255,752,230
MN,8,69,260,956,470
MN,8,69,265,833,602
MN,8,69,270,1009,552
MN,8,69,275,881,558
MN,8,69,280,981,281
MN,8,69,285,819,274
MN,8,69,290,495,142
MN,8,69,295,1073,411
MN,8,69,300,1010,345
MN,8,69,305,737,287
MN,8,69,315,1234,488
MN,8,69,320,645,264
MN,8,69,325,1122,400
MN,8,69,435,734,504
MN,8,69,437,100,82
MN,8,69,440,68,46
MN,8,69,445,52,37
MN,8,69,450,1148,808
MN,8,69,470,210,148
MN,8,69,475,680,252
MN,8,69,480,457,200
MN,8,69,485,206,77
MN,8,69,505,32,16
MN,8,69,510,761,524
MN,8,69,515,122,83
MN,8,69,520,27,46
MN,8,69,525,168,56
MN,8,69,530,78,53
MN,8,69,540,459,453
MN,8,69,545,234,154
MN,8,69,550,664,373
MN,8,69,565,592,484
MN,8,69,570,900,697
MN,8,69,575,153,98
MN,8,69,580,53,23
MN,8,69,585,366,328
MN,8,69,590,46,34
MN,8,69,591,21,17
MN,8,69,595,1013,688
MN,8,69,600,843,578
MN,8,69,605,1168,817
MN,8,69,615,263,90
MN,8,69,620,181,56
MN,8,69,625,361,197
MN,8,69,630,330,222
MN,8,69,635,644,320
MN,8,69,640,282,168
MN,8,69,645,224,137
MN,8,69,650,321,210
MN,8,69,655,708,363
MN,8,69,660,939,482
MN,8,69,665,1165,618
MN,8,69,735,794,411
MN,8,69,750,287,144
MN,8,69,755,27,27
MN,8,69,760,60,30
MN,8,69,765,72,33
MN,8,69,770,740,640
MN,8,69,775,93,70
MN,8,69,780,108,119
MN,8,69,785,29,5
MN,8,69,790,37,41
MN,8,69,795,179,100
MN,8,69,797,41,16
MN,8,69,799,27,18
MN,8,69,800,110,57
MN,8,69,805,563,303
MN,8,69,810,25,16
MN,8,69,815,475,366
MN,8,69,820,553,258
MN,8,69,821,30,17
MN,8,69,825,536,315
MN,8,69,840,23,18
MN,8,69,845,119,61
MN,8,69,850,246,209
MN,8,69,852,76,52
MN,8,69,855,60,50
MN,8,69,857,133,77
MN,8,69,860,66,72
MN,8,69,865,61,76
MN,8,69,875,55,47
MN,8,69,880,170,77
MN,8,69,881,32,27
MN,8,69,885,47,51
MN,8,69,890,20,7
MN,8,69,895,1193,525
MN,8,69,910,1503,894
MN,8,69,915,140,78
MN,8,69,920,715,455
MN,8,69,925,108,39
MN,8,69,930,53,29
MN,8,69,935,60,41
MN,8,69,940,167,96
MN,8,69,945,99,42
MN,8,69,950,104,57
MN,8,69,960,225,220
MN,8,69,962,0,1
MN,8,69,965,77,61
MN,8,69,970,303,300
MN,8,69,971,51,32
MN,8,69,973,9,9
MN,8,69,975,157,111
MN,8,69,976,1,0
MN,8,69,979,4,0
MN,8,69,990,6,0
MN,8,69,999,28,26
MN,8,69,1000,40,80
MN,8,69,1001,97,10
MN,8,69,1002,42,68
MN,8,69,1005,16,11
MN,8,69,1011,5,14
MN,8,69,1030,80,26
MN,8,69,1035,118,86
MN,8,69,1040,676,368
MN,8,69,1045,512,367
MN,8,69,1050,511,211
MN,8,69,1055,514,306
MN,8,69,1060,689,355
MN,8,69,1125,94,48
MN,8,69,1130,626,287
MN,8,69,1135,252,179
MN,8,69,1136,248,180
MN,8,69,1140,23,36
MN,8,69,1145,65,33
MN,8,69,1150,181,131
MN,8,69,1155,121,45
MN,8,69,1160,46,53
MN,2,70,5,1337,1850
MN,2,70,10,170,344
MN,2,70,15,77,177
MN,2,70,20,530,1110
MN,2,70,25,1040,2240
MN,2,70,37,735,1326
MN,2,70,40,305,626
MN,2,70,45,254,318
MN,2,70,50,678,1001
MN,2,70,55,401,521
MN,2,70,60,258,505
MN,2,70,70,752,1430
MN,2,70,75,962,1190
MN,2,70,80,640,916
MN,2,70,84,526,626
MN,2,70,90,1026,1176
MN,2,70,91,885,1252
MN,2,70,92,758,1268
MN,2,70,93,552,908
MN,2,70,94,459,715
MN,2,70,97,687,992
MN,2,70,99,104,211
MN,2,70,100,313,573
MN,2,70,105,454,319
MN,2,70,110,1175,1122
MN,2,70,111,991,1135
MN,2,70,112,1102,1354
MN,2,70,113,480,768
MN,2,70,114,1103,1408
MN,2,70,116,1080,1435
MN,2,70,117,513,575
MN,2,70,119,911,913
MN,2,70,120,786,682
MN,2,70,125,693,615
MN,2,70,130,902,984
MN,2,70,135,641,578
MN,2,70,136,902,965
MN,2,70,137,528,525
MN,2,70,138,668,751
MN,2,70,145,386,692
MN,2,70,150,1072,1174
MN,2,70,153,523,690
MN,2,70,156,553,763
MN,2,70,157,26,5
MN,2,70,158,89,92
MN,2,70,160,685,1503
MN,6,71,5,614,1070
MN,6,71,10,792,1289
MN,6,71,15,824,1738
MN,6,71,20,556,631
MN,6,71,22,494,632
MN,6,71,24,911,1438
MN,6,71,25,533,878
MN,6,71,30,364,699
MN,6,71,35,104,146
MN,6,71,40,392,665
MN,6,71,45,627,825
MN,6,71,50,513,1064
MN,6,71,55,543,651
MN,6,71,60,635,865
MN,6,71,65,464,809
MN,6,71,70,398,832
MN,6,71,75,625,1193
MN,6,71,80,498,912
MN,6,71,85,24,20
MN,6,71,90,418,242
MN,6,71,95,433,313
MN,6,71,100,696,513
MN,6,71,105,300,619
MN,6,71,110,481,739
MN,6,71,111,431,779
MN,6,71,120,425,788
MN,6,71,121,260,473
MN,6,71,122,269,569
MN,6,71,125,595,1122
MN,6,71,130,714,1041
MN,6,71,135,636,1110
MN,6,71,140,901,1053
MN,6,71,145,510,828
MN,6,71,150,598,1256
MN,6,71,155,19,46
MN,7,72,5,47,112
MN,7,72,10,430,580
MN,7,72,15,121,198
MN,7,72,20,41,108
MN,7,72,25,43,93
MN,7,72,30,49,115
MN,7,72,35,138,240
MN,7,72,40,480,500
MN,7,72,45,157,213
MN,7,72,50,44,98
MN,7,72,55,102,184
MN,7,72,60,75,207
MN,7,72,65,233,232
MN,7,72,70,117,250
MN,7,72,75,93,163
MN,7,72,80,69,104
MN,7,72,85,60,96
MN,7,72,90,57,120
MN,7,72,95,54,197
MN,7,72,100,52,74
MN,7,72,105,52,110
MN,7,72,110,36,117
MN,7,72,115,73,229
MN,7,72,120,293,353
MN,7,73,5,416,778
MN,7,73,10,108,352
MN,7,73,15,23,106
MN,6,73,20,299,465
MN,6,73,25,190,413
MN,6,73,27,253,353
MN,7,73,30,174,145
MN,6,73,35,524,1008
MN,7,73,40,182,124
MN,6,73,45,804,1126
MN,6,73,50,482,680
MN,6,73,55,553,441
MN,7,73,60,62,94
MN,7,73,65,82,76
MN,6,73,70,324,514
MN,7,73,75,95,110
MN,7,73,80,28,92
MN,6,73,85,346,480
MN,7,73,90,131,379
MN,7,73,95,93,234
MN,7,73,100,34,142
MN,7,73,105,26,94
MN,7,73,110,64,167
MN,6,73,115,176,426
MN,6,73,120,121,221
MN,6,73,125,176,170
MN,7,73,130,109,365
MN,7,73,135,46,117
MN,7,73,137,10,31
MN,7,73,140,30,108
MN,6,73,145,334,571
MN,6,73,150,69,277
MN,6,73,155,432,657
MN,6,73,160,345,658
MN,7,73,165,15,60
MN,7,73,170,486,825
MN,7,73,180,104,285
MN,7,73,185,100,453
MN,7,73,190,142,256
MN,6,73,192,190,279
MN,7,73,195,46,100
MN,7,73,200,37,55
MN,7,73,205,68,220
MN,7,73,210,492,718
MN,7,73,215,337,522
MN,7,73,225,22,72
MN,6,73,230,252,500
MN,6,73,235,143,178
MN,6,73,237,348,700
MN,7,73,245,15,31
MN,7,73,250,7,31
MN,6,73,255,612,1266
MN,6,73,260,846,448
MN,6,73,265,822,519
MN,6,73,270,513,284
MN,6,73,275,439,360
MN,6,73,280,380,254
MN,6,73,285,456,541
MN,6,73,290,773,373
MN,6,73,295,917,706
MN,6,73,305,696,782
MN,6,73,307,699,649
MN,6,73,310,828,973
MN,6,73,312,407,393
MN,6,73,315,435,453
MN,6,73,317,609,568
MN,6,73,320,699,537
MN,6,73,330,474,442
MN,6,73,335,318,233
MN,6,73,340,381,309
MN,6,73,345,778,522
MN,6,73,350,570,610
MN,6,73,355,900,1128
MN,6,73,360,826,1069
MN,6,73,380,936,604
MN,6,73,385,994,1036
MN,6,73,390,365,552
MN,6,73,395,2,3
MN,7,73,399,24,133
MN,7,73,400,53,178
MN,7,73,404,9,27
MN,6,73,405,128,326
MN,6,73,410,515,807
MN,6,73,414,527,962
MN,6,73,415,475,590
MN,6,73,416,705,895
MN,6,73,417,326,473
MN,6,73,418,538,668
MN,6,73,419,520,679
MN,7,73,420,725,1238
MN,7,73,430,162,404
MN,7,73,434,9,32
MN,7,73,435,28,139
MN,6,73,440,501,457
MN,6,73,441,896,736
MN,6,73,442,160,213
MN,6,73,445,574,1059
MN,7,73,450,56,126
MN,1,74,5,130,187
MN,1,74,10,109,155
MN,1,74,15,564,383
MN,1,74,20,112,130
MN,1,74,25,99,133
MN,1,74,30,106,198
MN,1,74,35,175,192
MN,1,74,40,123,224
MN,1,74,45,97,184
MN,1,74,50,265,350
MN,1,74,55,140,195
MN,1,74,60,135,208
MN,1,74,65,86,127
MN,1,74,70,654,599
MN,1,74,75,667,837
MN,1,74,85,576,608
MN,1,74,90,653,969
MN,1,74,100,495,420
MN,1,74,105,570,480
MN,1,74,115,694,689
MN,1,74,120,650,736
MN,1,74,130,580,667
MN,1,74,135,567,651
MN,1,74,145,126,253
MN,1,74,150,207,215
MN,1,74,155,126,113
MN,7,75,5,26,34
MN,7,75,10,22,44
MN,7,75,15,112,128
MN,7,75,20,45,102
MN,7,75,25,66,86
MN,7,75,30,27,33
MN,7,75,35,22,38
MN,7,75,40,25,34
MN,7,75,45,73,113
MN,7,75,50,142,216
MN,7,75,55,26,136
MN,7,75,60,11,93
MN,7,75,65,18,108
MN,7,75,72,296,137
MN,7,75,73,277,247
MN,7,75,75,392,170
MN,7,75,76,357,135
MN,7,75,80,373,206
MN,7,75,81,204,274
MN,7,75,85,56,140
MN,7,75,90,28,50
MN,7,75,95,36,51
MN,7,75,100,37,37
MN,7,75,105,12,30
MN,7,75,110,41,94
MN,7,75,115,18,30
MN,7,76,5,409,239
MN,7,76,10,47,69
MN,7,76,15,470,333
MN,7,76,20,429,358
MN,7,76,25,118,71
MN,7,76,30,92,21
MN,7,76,35,38,43
MN,7,76,40,49,34
MN,7,76,45,26,13
MN,7,76,50,21,27
MN,7,76,55,39,35
MN,7,76,60,35,49
MN,7,76,65,36,22
MN,7,76,70,26,44
MN,7,76,75,65,42
MN,7,76,80,31,30
MN,7,76,85,37,11
MN,7,76,90,179,242
MN,7,76,95,73,66
MN,7,76,100,43,33
MN,7,76,105,25,14
MN,7,76,110,31,17
MN,7,76,115,72,55
MN,7,76,120,59,98
MN,7,76,125,35,37
MN,7,76,130,39,44
MN,7,76,135,39,35
MN,7,76,140,22,29
MN,7,76,145,110,108
MN,7,76,150,56,29
MN,7,77,5,65,137
MN,7,77,10,95,131
MN,7,77,15,84,104
MN,7,77,20,194,273
MN,7,77,25,149,169
MN,7,77,30,107,162
MN,7,77,35,81,97
MN,7,77,40,157,235
MN,7,77,45,34,21
MN,7,77,50,172,148
MN,7,77,55,126,121
MN,7,77,60,106,123
MN,7,77,65,92,160
MN,7,77,70,59,126
MN,7,77,75,118,242
MN,7,77,80,80,105
MN,7,77,85,165,207
MN,7,77,90,150,164
MN,7,77,95,57,42
MN,7,77,100,89,68
MN,7,77,105,151,266
MN,7,77,110,185,190
MN,7,77,115,67,81
MN,7,77,120,148,260
MN,7,77,126,527,653
MN,7,77,135,155,319
MN,7,77,140,91,181
MN,7,77,145,36,49
MN,7,77,150,116,184
MN,7,77,155,137,196
MN,7,77,160,388,422
MN,7,77,165,110,217
MN,7,77,170,82,160
MN,7,77,175,78,86
MN,7,77,180,124,214
MN,7,77,185,104,159
MN,7,77,188,17,27
MN,7,77,190,47,109
MN,7,77,195,76,111
MN,7,78,5,17,24
MN,7,78,10,131,81
MN,7,78,15,26,20
MN,7,78,20,14,26
MN,7,78,25,13,29
MN,7,78,27,37,25
MN,7,78,30,27,27
MN,7,78,35,73,72
MN,7,78,40,18,41
MN,7,78,45,25,44
MN,7,78,50,14,17
MN,7,78,55,11,5
MN,7,78,60,23,30
MN,7,78,65,14,41
MN,7,78,70,12,24
MN,7,78,75,11,15
MN,7,78,80,15,20
MN,7,78,85,212,151
MN,7,78,90,231,152
MN,7,78,95,19,17
MN,2,79,5,7,18
MN,2,79,10,78,138
MN,2,79,15,201,292
MN,2,79,20,167,239
MN,2,79,25,103,163
MN,2,79,30,58,83
MN,2,79,35,379,408
MN,2,79,40,37,17
MN,2,79,45,104,132
MN,2,79,50,69,73
MN,2,79,55,127,107
MN,2,79,60,136,136
MN,2,79,65,383,355
MN,2,79,70,387,299
MN,2,79,75,470,391
MN,2,79,80,222,196
MN,2,79,85,152,277
MN,2,79,90,30,63
MN,2,79,95,20,23
MN,2,79,100,47,43
MN,2,79,105,87,166
MN,2,79,110,87,123
MN,2,79,115,162,86
MN,2,79,120,386,462
MN,2,79,125,293,435
MN,2,79,130,97,155
MN,2,79,140,291,186
MN,2,79,145,286,243
MN,2,79,150,227,182
MN,2,79,155,66,83
MN,2,79,160,59,154
MN,2,79,165,159,268
MN,2,79,170,38,53
MN,8,80,5,9,17
MN,8,80,10,61,193
MN,8,80,15,141,266
MN,8,80,20,35,67
MN,8,80,25,20,29
MN,8,80,30,30,87
MN,8,80,32,32,85
MN,8,80,35,34,58
MN,8,80,40,43,59
MN,8,80,45,272,403
MN,8,80,50,17,23
MN,8,80,55,43,104
MN,8,80,60,52,55
MN,8,80,65,93,145
MN,8,80,70,93,128
MN,8,80,75,139,155
MN,8,80,80,74,62
MN,8,80,85,148,192
MN,8,80,90,138,315
MN,8,80,95,84,163
MN,8,80,100,267,356
MN,8,80,105,194,241
MN,8,80,110,312,391
MN,8,80,120,129,357
MN,8,80,125,32,192
MN,1,81,5,84,148
MN,1,81,10,128,210
MN,1,81,15,48,69
MN,1,81,20,4,0
MN,1,81,25,75,123
MN,1,81,30,153,191
MN,1,81,35,604,582
MN,1,81,45,129,165
MN,1,81,50,320,273
MN,1,81,55,104,152
MN,1,81,60,136,192
MN,1,81,65,105,141
MN,1,81,70,42,97
MN,1,81,75,46,81
MN,1,81,80,493,446
MN,1,81,85,242,174
MN,1,81,90,554,686
MN,1,81,95,228,192
MN,1,81,100,176,132
MN,1,81,105,309,361
MN,1,81,110,91,129
MN,1,81,115,299,572
MN,4,82,5,278,246
MN,4,82,10,234,262
MN,4,82,15,244,247
MN,4,82,20,243,266
MN,4,82,25,613,575
MN,4,82,30,521,682
MN,4,82,35,356,273
MN,2,82,40,830,803
MN,2,82,45,743,638
MN,2,82,50,886,711
MN,2,82,55,1125,929
MN,2,82,60,1084,981
MN,2,82,65,1103,772
MN,2,82,70,1061,915
MN,2,82,75,1070,1141
MN,2,82,80,1052,829
MN,2,82,85,253,308
MN,2,82,90,1084,932
MN,4,82,95,235,524
MN,2,82,100,476,658
MN,6,82,105,851,910
MN,6,82,110,786,962
MN,6,82,115,863,1327
MN,6,82,120,705,977
MN,6,82,125,1121,1637
MN,4,82,130,1134,1726
MN,2,82,135,109,72
MN,6,82,145,1089,1565
MN,6,82,150,127,231
MN,6,82,155,1001,1240
MN,6,82,160,805,1095
MN,6,82,165,261,481
MN,4,82,170,964,1059
MN,4,82,175,1215,1621
MN,4,82,180,530,607
MN,4,82,185,103,116
MN,4,82,190,374,283
MN,4,82,195,193,89
MN,4,82,200,1197,1067
MN,4,82,205,1351,1434
MN,6,82,210,338,169
MN,6,82,215,914,1036
MN,4,82,220,1046,739
MN,4,82,225,913,604
MN,4,82,230,907,518
MN,4,82,235,1603,1050
MN,4,82,240,1106,723
MN,4,82,245,1283,904
MN,4,82,250,1017,913
MN,4,82,255,1685,1353
MN,4,82,260,411,464
MN,4,82,265,529,401
MN,4,82,270,756,778
MN,4,82,275,134,146
MN,4,82,280,119,132
MN,2,82,285,367,240
MN,4,82,290,79,61
MN,2,82,295,646,422
MN,2,82,300,528,385
MN,6,82,305,1202,1385
MN,4,82,310,538,482
MN,4,82,315,990,550
MN,4,82,320,730,505
MN,4,82,325,1101,784
MN,4,82,330,1186,1274
MN,4,82,340,969,840
MN,4,82,345,517,578
MN,4,82,350,757,904
MN,4,82,355,3,4
MN,4,82,360,1019,1597
MN,4,82,365,129,110
MN,4,82,370,159,110
MN,4,82,375,1354,865
MN,4,82,380,1426,1258
MN,4,82,385,762,524
MN,4,82,390,1298,1015
MN,4,82,395,1426,998
MN,4,82,400,963,883
MN,4,82,405,1159,1038
MN,4,82,410,1249,1462
MN,4,82,415,1610,1590
MN,4,82,420,1351,1391
MN,4,82,425,1497,1289
MN,4,82,430,1192,1237
MN,4,82,435,704,1232
MN,4,82,440,708,706
MN,4,82,445,446,933
MN,4,82,450,1107,1364
MN,1,83,5,38,65
MN,1,83,10,36,94
MN,1,83,15,91,102
MN,1,83,20,25,100
MN,1,83,25,20,10
MN,1,83,30,29,69
MN,1,83,35,16,14
MN,1,83,40,59,57
MN,1,83,45,103,99
MN,1,83,50,558,430
MN,1,83,60,82,132
MN,1,83,65,67,82
MN,1,83,70,20,31
MN,1,83,75,55,51
MN,1,83,80,18,20
MN,1,83,85,83,98
MN,1,83,90,81,113
MN,1,83,95,529,395
MN,1,83,110,468,361
MN,1,83,125,73,96
MN,1,83,135,43,98
MN,7,84,5,14,71
MN,7,84,10,10,20
MN,7,84,15,35,36
MN,7,84,20,15,26
MN,7,84,25,30,55
MN,7,84,30,240,347
MN,7,84,35,210,299
MN,7,84,40,176,196
MN,7,84,50,44,80
MN,7,84,55,40,49
MN,7,84,60,9,22
MN,7,84,65,12,24
MN,7,84,70,17,47
MN,7,84,72,2,15
MN,7,84,75,28,25
MN,7,84,80,37,34
MN,7,84,85,33,29
MN,7,84,90,13,26
MN,7,84,95,12,20
MN,7,84,100,10,19
MN,7,84,105,10,16
MN,7,84,110,20,27
MN,7,84,113,5,14
MN,7,84,115,5,30
MN,7,84,120,20,33
MN,7,84,125,37,59
MN,7,84,130,15,31
MN,7,84,135,70,74
MN,7,84,140,28,50
MN,7,84,145,14,22
MN,7,84,150,18,54
MN,7,84,155,29,34
MN,1,85,5,83,130
MN,1,85,10,121,90
MN,1,85,15,113,145
MN,1,85,20,43,40
MN,1,85,25,73,101
MN,1,85,30,80,131
MN,1,85,35,597,394
MN,1,85,40,437,367
MN,1,85,42,74,75
MN,1,85,45,62,88
MN,1,85,50,166,170
MN,1,85,55,416,417
MN,1,85,58,7,5
MN,1,85,60,387,350
MN,1,85,65,17,15
MN,1,85,70,67,38
MN,1,85,75,65,89
MN,1,85,80,240,208
MN,1,85,85,111,155
MN,1,85,90,117,165
MN,1,85,95,194,204
MN,1,85,100,193,173
MN,1,85,105,207,199
MN,1,85,110,884,909
MN,1,85,115,131,131
MN,1,85,120,105,142
MN,1,85,125,224,156
MN,1,85,130,60,55
MN,1,85,135,98,193
MN,1,85,140,127,197
MN,1,85,145,51,51
MN,1,85,150,308,358
MN,1,85,155,422,261
MN,1,85,160,739,589
MN,1,85,165,429,228
MN,1,85,170,466,464
MN,1,85,175,667,401
MN,1,85,180,528,265
MN,1,85,185,572,291
MN,1,85,190,478,283
MN,1,85,195,742,487
MN,1,85,200,617,336
MN,1,85,205,716,296
MN,1,85,210,514,234
MN,1,85,215,546,226
MN,1,85,220,530,234
MN,1,85,225,463,309
MN,1,85,230,586,551
MN,1,85,240,107,84
MN,6,86,5,1420,2199
MN,6,86,10,271,420
MN,6,86,15,756,804
MN,6,86,20,1465,2094
MN,6,86,25,965,1301
MN,6,86,30,799,996
MN,6,86,31,19,37
MN,6,86,35,335,739
MN,6,86,40,259,532
MN,6,86,45,352,491
MN,6,86,50,282,484
MN,6,86,55,516,784
MN,6,86,60,182,498
MN,6,86,65,509,897
MN,6,86,70,17,15
MN,6,86,75,1219,1841
MN,6,86,85,592,1120
MN,6,86,90,266,399
MN,6,86,95,447,808
MN,6,86,96,0,1
MN,6,86,100,364,570
MN,6,86,105,384,592
MN,6,86,110,396,723
MN,6,86,111,31,60
MN,6,86,115,366,652
MN,6,86,120,163,370
MN,6,86,125,2682,3139
MN,6,86,130,663,1192
MN,6,86,135,582,928
MN,6,86,140,1384,2277
MN,6,86,141,1352,2149
MN,6,86,142,120,115
MN,6,86,145,919,1169
MN,6,86,150,698,1224
MN,6,86,155,1378,2398
MN,6,86,156,1817,3343
MN,6,86,160,540,929
MN,6,86,165,46,44
MN,6,86,170,364,514
MN,6,86,175,145,338
MN,6,86,180,190,416
MN,6,86,185,276,429
MN,6,86,190,210,435
MN,7,87,5,40,49
MN,7,87,10,385,437
MN,7,87,20,225,181
MN,7,87,25,50,79
MN,7,87,30,22,66
MN,7,87,35,24,35
MN,7,87,40,24,36
MN,7,87,45,55,75
MN,7,87,50,566,423
MN,7,87,65,47,70
MN,7,87,70,53,49
MN,7,87,75,17,12
MN,7,87,80,47,71
MN,7,87,85,51,50
MN,7,87,90,116,104
MN,7,87,95,44,121
MN,7,87,100,46,56
MN,7,87,105,21,38
MN,7,87,110,50,74
MN,7,87,115,48,41
MN,7,87,120,37,85
MN,7,87,125,21,32
MN,7,87,130,51,59
MN,7,87,135,45,92
MN,7,87,140,116,150
MN,7,87,145,35,40
MN,7,87,150,30,68
MN,7,87,155,48,54
MN,7,87,160,105,88
MN,7,87,165,46,71
