STATE,COUNTY,PRECINCT,CLINTON,TRUMP
VA,CHESAPEAKE CITY,003 - CAMELOT (03),1802,137
VA,CHESAPEAKE CITY,004 - CHURCHLAND (03),407,857
VA,CHESAPEAKE CITY,005 - CRESTWOOD (03),1340,183
VA,CHESAPEAKE CITY,008 - SOUTH NORFOLK RECREATION (03),897,868
VA,CHESAPEAKE CITY,010 - OSCAR SMITH (03),390,424
VA,CHESAPEAKE CITY,011 - GENEVA PARK (03),606,834
VA,CHESAPEAKE CITY,012 - GEORGETOWN (03),1170,211
VA,CHESAPEAKE CITY,013 - GILMERTON (03),622,817
VA,CHESAPEAKE CITY,015 - B M WILLIAMS (03),909,606
VA,CHESAPEAKE CITY,018 - INDIAN RIVER (03),820,426
VA,CHESAPEAKE CITY,019 - JOLLIFF (03),0,0
VA,CHESAPEAKE CITY,020 - E W CHITTUM (03),3,9
VA,CHESAPEAKE CITY,021 - FELLOWSHIP (03),673,988
VA,CHESAPEAKE CITY,022 - NORFOLK HIGHLANDS (03),434,691
VA,CHESAPEAKE CITY,024 - OAKLETTE (03),887,638
VA,CHESAPEAKE CITY,025 - ST JULIANS (03),430,417
VA,CHESAPEAKE CITY,026 - JOHNSON PARK (03),508,249
VA,CHESAPEAKE CITY,027 - SILVERWOOD (03),768,1154
VA,CHESAPEAKE CITY,029 - TANGLEWOOD (03),385,949
VA,CHESAPEAKE CITY,030 - SOUTH NORFOLK (03),805,35
VA,CHESAPEAKE CITY,031 - CARVER SCHOOL (03),1457,282
VA,CHESAPEAKE CITY,032 - PROVIDENCE (03),1926,103
VA,CHESAPEAKE CITY,033 - WESTOVER (03),345,559
VA,CHESAPEAKE CITY,035 - TAYLOR ROAD (03),725,335
VA,CHESAPEAKE CITY,038 - BAILEY CREEK (03),399,1049
VA,CHESAPEAKE CITY,040 - RIVER BIRCH (03),1028,904
VA,CHESAPEAKE CITY,042 - PARKWAYS (03),820,613
VA,CHESAPEAKE CITY,044 - NANSEMOND (03),613,516
VA,CHESAPEAKE CITY,045 - SUNRAY II (03),0,0
VA,CHESAPEAKE CITY,053 - FAIRWAYS (03),551,486
VA,CHESAPEAKE CITY,054 - PUGHSVILLE (03),1082,466
VA,CHESAPEAKE CITY,055 - GEORGETOWN EAST (03),736,247
VA,CHESAPEAKE CITY,056 - GREEN TREE (03),779,553
VA,CHESAPEAKE CITY,057 - CYPRESS (03),854,642
VA,FRANKLIN CITY,101 - PRECINCT 1-1 (03),247,516
VA,FRANKLIN CITY,201 - PRECINCT 2-1 (03),288,366
VA,FRANKLIN CITY,301 - PRECINCT 3-1 (03),526,45
VA,FRANKLIN CITY,401 - PRECINCT 4-1 (03),415,44
VA,FRANKLIN CITY,501 - PRECINCT 5-1 (03),466,9
VA,FRANKLIN CITY,601 - PRECINCT 6-1 (03),374,278
VA,HAMPTON CITY,101 - ABERDEEN (03),1228,216
VA,HAMPTON CITY,102 - BASSETTE (03),1644,117
VA,HAMPTON CITY,103 - CITY HALL (03),890,183
VA,HAMPTON CITY,104 - COOPER (03),2092,349
VA,HAMPTON CITY,105 - EAST HAMPTON (03),1813,245
VA,HAMPTON CITY,106 - ARMSTRONG (03),1159,636
VA,HAMPTON CITY,107 - LINDSAY (03),1288,276
VA,HAMPTON CITY,108 - THOMAS (03),1851,268
VA,HAMPTON CITY,109 - PHENIX (03),1841,129
VA,HAMPTON CITY,111 - HAMPTON LIBRARY (03),401,296
VA,HAMPTON CITY,112 - SMITH (03),1636,610
VA,HAMPTON CITY,115 - WYTHE (03),560,505
VA,HAMPTON CITY,116 - JONES (03),654,237
VA,HAMPTON CITY,117 - KECOUGHTAN (03),1082,380
VA,HAMPTON CITY,118 - MALLORY (03),1832,241
VA,HAMPTON CITY,204 - FORREST (03),1073,541
VA,HAMPTON CITY,208 - KRAFT (03),1604,1176
VA,HAMPTON CITY,210 - MACHEN (03),1993,678
VA,HAMPTON CITY,212 - BETHEL (03),1877,740
VA,HAMPTON CITY,214 - TUCKER CAPPS (03),1376,839
VA,HAMPTON CITY,215 - TYLER (03),471,85
VA,HAMPTON CITY,216 - SANDY BOTTOM (03),855,439
VA,HAMPTON CITY,217 - SYMS (03),444,505
VA,ISLE OF WIGHT COUNTY,101 - SMITHFIELD (03),741,1455
VA,ISLE OF WIGHT COUNTY,102 - CYPRESS CREEK (03),646,1083
VA,ISLE OF WIGHT COUNTY,201 - BARTLETT (03),684,1410
VA,ISLE OF WIGHT COUNTY,202 - CARROLLTON (03),812,1314
VA,ISLE OF WIGHT COUNTY,301 - RUSHMERE (03),886,737
VA,ISLE OF WIGHT COUNTY,302 - PONS (03),1124,620
VA,ISLE OF WIGHT COUNTY,401 - COURTHOUSE (03),194,539
VA,ISLE OF WIGHT COUNTY,402 - WINDSOR (03),456,966
VA,ISLE OF WIGHT COUNTY,403 - LONGVIEW (03),453,735
VA,ISLE OF WIGHT COUNTY,501 - WALTERS (03),184,614
VA,ISLE OF WIGHT COUNTY,502 - CAMPS MILL (03),238,186
VA,ISLE OF WIGHT COUNTY,503 - CARRSVILLE (03),198,335
VA,ISLE OF WIGHT COUNTY,504 - ZUNI (03),291,759
VA,ISLE OF WIGHT COUNTY,505 - RAYNOR (03),139,449
VA,NEWPORT NEWS CITY,101 - DENBIGH (03),1839,537
VA,NEWPORT NEWS CITY,102 - EPES (03),1952,454
VA,NEWPORT NEWS CITY,103 - JENKINS (03),1435,799
VA,NEWPORT NEWS CITY,104 - MCINTOSH (03),1264,373
VA,NEWPORT NEWS CITY,105 - OYSTER POINT (03),326,221
