COUNTY,PRECINCT,STATE,DEM,REP
ARKANSAS,ALMYRA,AR,7,57
ARKANSAS,ARKANSAS,AR,5,11
ARKANSAS,BARTON,AR,1,23
ARKANSAS,BAYOU METO,AR,1,13
ARKANSAS,BREWER,AR,1,2
ARKANSAS,CHESTER,AR,6,38
ARKANSAS,CROCKETT,AR,1,20
ARKANSAS,DEWITT WARD 1,AR,39,24
ARKANSAS,DEWITT WARD 2,AR,20,54
ARKANSAS,DEWITT WARD 3,AR,25,85
ARKANSAS,GARLAND,AR,2,18
ARKANSAS,GILLETT WARD 1,AR,12,41
ARKANSAS,GILLETT WARD 2,AR,7,57
ARKANSAS,GILLETT WARD 3,AR,19,20
ARKANSAS,GUM POND,AR,7,29
ARKANSAS,HENTON,AR,7,41
ARKANSAS,HUMPHREY WARD 1,AR,35,13
ARKANSAS,HUMPHREY WARD 3,AR,6,9
ARKANSAS,KEATON,AR,16,52
ARKANSAS,LAGRUE,AR,11,74
ARKANSAS,MCFALL,AR,4,7
ARKANSAS,MILL BAYOU,AR,7,49
ARKANSAS,MORRIS,AR,1,32
ARKANSAS,PRAIRIE,AR,12,54
ARKANSAS,PT DELUCE,AR,3,23
ARKANSAS,ST. CHARLES,AR,1,41
ARKANSAS,STANLEY,AR,3,2
ARKANSAS,STUTTGART WARD 1,AR,119,35
ARKANSAS,STUTTGART WARD 2,AR,74,158
ARKANSAS,STUTTGART WARD 3,AR,63,196
BAXTER,1-1,AR,41,174
BAXTER,1-2,AR,45,152
BAXTER,1-3,AR,34,90
BAXTER,10-1,AR,35,138
BAXTER,10-2,AR,43,153
BAXTER,10-3,AR,20,84
BAXTER,11-1,AR,36,83
BAXTER,11-2,AR,34,128
BAXTER,11-3,AR,34,147
BAXTER,11-4,AR,8,19
BAXTER,11-5,AR,4,7
BAXTER,11-6,AR,8,20
BAXTER,11-7,AR,4,37
BAXTER,11-8,AR,7,28
BAXTER,11-9,AR,19,74
BAXTER,2-1,AR,12,111
BAXTER,2-2,AR,27,117
BAXTER,2-3,AR,18,89
BAXTER,3-1,AR,22,102
BAXTER,3-2,AR,26,130
BAXTER,3-3,AR,44,169
BAXTER,3-4,AR,22,70
BAXTER,4-1,AR,59,188
BAXTER,4-2,AR,29,74
BAXTER,5-1,AR,38,133
BAXTER,5-2,AR,28,80
BAXTER,5-3,AR,7,10
BAXTER,5-4,AR,14,51
BAXTER,6-1,AR,33,106
BAXTER,6-2,AR,16,97
