STATE,COUNTY,PRECINCT,PAST_DEM,PAST_REP
VA,AMELIA COUNTY,# AB - Central Absentee Precinct,261,441
VA,AMELIA COUNTY,101 - NUMBER ONE,429,696
VA,AMELIA COUNTY,201 - NUMBER TWO,421,747
VA,AMELIA COUNTY,301 - NUMBER THREE,424,815
VA,AMELIA COUNTY,401 - NUMBER FOUR,370,843
VA,AMELIA COUNTY,501 - NUMBER FIVE,585,789
VA,CHESAPEAKE CITY,# AB - Central Absentee Precinct,7029,5108
VA,CHESAPEAKE CITY,## Provisional,89,52
VA,CHESAPEAKE CITY,001 - GREAT BRIDGE,659,1234
VA,CHESAPEAKE CITY,002 - BETHEL,392,1268
VA,CHESAPEAKE CITY,003 - CAMELOT,2164,113
VA,CHESAPEAKE CITY,004 - CHURCHLAND,448,871
VA,CHESAPEAKE CITY,005 - CRESTWOOD,1573,144
VA,CHESAPEAKE CITY,006 - DEEP CREEK,1374,1240
VA,CHESAPEAKE CITY,007 - GREENBRIER,754,1308
VA,CHESAPEAKE CITY,008 - SOUTH NORFOLK RECREATION,949,825
VA,CHESAPEAKE CITY,009 - BELLS MILL,862,1755
VA,CHESAPEAKE CITY,010 - OSCAR SMITH,472,441
VA,CHESAPEAKE CITY,011 - GENEVA PARK,806,780
VA,CHESAPEAKE CITY,012 - GEORGETOWN,1268,208
VA,CHESAPEAKE CITY,013 - GILMERTON,757,918
VA,CHESAPEAKE CITY,014 - GRASSFIELD,151,285
VA,CHESAPEAKE CITY,015 - B M WILLIAMS,893,675
VA,CHESAPEAKE CITY,016 - HICKORY GROVE,518,1361
VA,CHESAPEAKE CITY,017 - INDIAN CREEK,329,884
VA,CHESAPEAKE CITY,018 - INDIAN RIVER,943,368
VA,CHESAPEAKE CITY,019 - JOLLIFF,331,778
VA,CHESAPEAKE CITY,020 - E W CHITTUM,682,1173
VA,CHESAPEAKE CITY,021 - FELLOWSHIP,578,951
VA,CHESAPEAKE CITY,022 - NORFOLK HIGHLANDS,486,660
VA,CHESAPEAKE CITY,023 - OAK GROVE,814,844
VA,CHESAPEAKE CITY,024 - OAKLETTE,1062,566
VA,CHESAPEAKE CITY,025 - ST JULIANS,556,453
VA,CHESAPEAKE CITY,026 - JOHNSON PARK,618,225
VA,CHESAPEAKE CITY,027 - SILVERWOOD,848,1223
VA,CHESAPEAKE CITY,028 - SUNRAY I,57,166
VA,CHESAPEAKE CITY,029 - TANGLEWOOD,479,938
VA,CHESAPEAKE CITY,030 - SOUTH NORFOLK,838,22
VA,CHESAPEAKE CITY,031 - CARVER SCHOOL,1634,277
VA,CHESAPEAKE CITY,032 - PROVIDENCE,2099,80
VA,CHESAPEAKE CITY,033 - WESTOVER,418,569
VA,CHESAPEAKE CITY,034 - HICKORY MIDDLE SCHOOL,613,1849
VA,CHESAPEAKE CITY,035 - TAYLOR ROAD,798,371
VA,CHESAPEAKE CITY,036 - GREAT BRIDGE BAPTIST CHURCH,762,1482
VA,CHESAPEAKE CITY,037 - BRIDGETOWN,522,1009
VA,CHESAPEAKE CITY,038 - BAILEY CREEK,444,1140
VA,CHESAPEAKE CITY,039 - LAKE DRUMMOND,267,500
VA,CHESAPEAKE CITY,040 - RIVER BIRCH,937,836
VA,CHESAPEAKE CITY,041 - JOHN T WEST,1323,1069
VA,CHESAPEAKE CITY,042 - PARKWAYS,836,599
VA,CHESAPEAKE CITY,043 - PLEASANT CROSSING,409,1130
VA,CHESAPEAKE CITY,044 - NANSEMOND,541,563
VA,CHESAPEAKE CITY,045 - SUNRAY II,392,181
VA,CHESAPEAKE CITY,046 - BELLS MILL II,630,875
VA,CHESAPEAKE CITY,047 - GREEN SEA,274,722
VA,CHESAPEAKE CITY,048 - JOLLIFF MIDDLE SCHOOL,1656,138
VA,CHESAPEAKE CITY,049 - WATERWAY,1098,1574
VA,CHESAPEAKE CITY,050 - RIVER WALK,935,815
VA,CHESAPEAKE CITY,051 - COOPERS WAY,539,1541
VA,CHESAPEAKE CITY,052 - SHIPYARD ROAD,959,650
VA,CHESAPEAKE CITY,053 - FAIRWAYS,655,539
VA,CHESAPEAKE CITY,054 - PUGHSVILLE,1234,469
VA,CHESAPEAKE CITY,055 - GEORGETOWN EAST,875,264
VA,CHESAPEAKE CITY,056 - GREEN TREE,775,593
VA,CHESAPEAKE CITY,057 - CYPRESS,849,729
VA,CHESAPEAKE CITY,058 - EXPRESSWAY,473,181
