STATE,COUNTY,PRECINCT,CLINTON,TRUMP
VA,CAROLINE COUNTY,AB - CENTRAL ABSENTEE PRECINCT (01),654,630
VA,CAROLINE COUNTY,PROVISIONAL (01),7,4
VA,CAROLINE COUNTY,101 - BOWLING GREEN (01),387,715
VA,CAROLINE COUNTY,102 - SPARTA (01),328,558
VA,CAROLINE COUNTY,201 - NORTH MADISON (01),476,495
VA,CAROLINE COUNTY,202 - SOUTH MADISON (01),469,723
VA,CAROLINE COUNTY,301 - PORT ROYAL (01),217,361
VA,CAROLINE COUNTY,302 - WOODFORD (01),617,769
VA,CAROLINE COUNTY,401 - DAWN (01),990,651
VA,CAROLINE COUNTY,402 - CARMEL CHURCH (01),355,214
VA,CAROLINE COUNTY,501 - WEST MATTAPONI (01),666,451
VA,CAROLINE COUNTY,502 - MILFORD (01),403,498
VA,CAROLINE COUNTY,601 - CHILESBURG (01),525,603
VA,CAROLINE COUNTY,602 - LAKE (01),338,475
VA,ESSEX COUNTY,AB - CENTRAL ABSENTEE PRECINCT (01),305,315
VA,ESSEX COUNTY,PROVISIONAL (01),1,0
VA,ESSEX COUNTY,101 - GREATER TAPPAHANNOCK (01),537,503
VA,ESSEX COUNTY,201 - NORTH (01),721,395
VA,ESSEX COUNTY,301 - SOUTH (01),457,825
VA,ESSEX COUNTY,401 - CENTRAL (01),521,619
VA,FAUQUIER COUNTY,AB - CENTRAL ABSENTEE PRECINCT (01),210,324
VA,FAUQUIER COUNTY,PROVISIONAL (01),1,4
VA,FAUQUIER COUNTY,102 - CATLETT (01),475,1476
VA,FAUQUIER COUNTY,104 - LOIS (01),242,633
VA,FAUQUIER COUNTY,301 - MORRISVILLE (01),342,1057
VA,FAUQUIER COUNTY,303 - BEALETON (01),828,1401
VA,FREDERICKSBURG CITY,AB - CENTRAL ABSENTEE PRECINCT (01),924,459
VA,FREDERICKSBURG CITY,PROVISIONAL (01),17,13
VA,FREDERICKSBURG CITY,101 - PRECINCT 1 - DISTRICT ONE (01),1417,1026
VA,FREDERICKSBURG CITY,201 - PRECINCT 1 - DISTRICT TWO (01),1411,841
VA,FREDERICKSBURG CITY,301 - PRECINCT 1 - DISTRICT THREE (01),1226,862
VA,FREDERICKSBURG CITY,401 - PRECINCT 1 - DISTRICT FOUR (01),1058,283
VA,FREDERICKSBURG CITY,402 - PRECINCT 2 - DISTRICT FOUR (01),654,260
VA,GLOUCESTER COUNTY,AB - CENTRAL ABSENTEE PRECINCT (01),623,894
VA,GLOUCESTER COUNTY,PROVISIONAL (01),5,9
VA,GLOUCESTER COUNTY,101 - HARCUM (01),354,950
VA,GLOUCESTER COUNTY,102 - SALEM (01),295,831
VA,GLOUCESTER COUNTY,103 - PEASLEY (01),195,634
VA,GLOUCESTER COUNTY,201 - COURTHOUSE (01),466,896
VA,GLOUCESTER COUNTY,202 - BOTETOURT (01),604,1368
VA,GLOUCESTER COUNTY,301 - WHITE MARSH (01),327,1127
VA,GLOUCESTER COUNTY,302 - ROANES (01),520,1416
VA,GLOUCESTER COUNTY,401 - HAYES (01),579,1229
VA,GLOUCESTER COUNTY,402 - SARAHS CREEK (01),510,1009
VA,GLOUCESTER COUNTY,501 - ACHILLES (01),511,1647
VA,GLOUCESTER COUNTY,502 - WALKER (01),415,1086
VA,HANOVER COUNTY,AB - CENTRAL ABSENTEE PRECINCT (01),2066,3080
VA,HANOVER COUNTY,PROVISIONAL (01),22,38
VA,HANOVER COUNTY,101 - ASHLAND (01),722,623
VA,HANOVER COUNTY,104 - SLIDING HILL (01),613,878
VA,HANOVER COUNTY,105 - BERKLEY (01),796,499
VA,HANOVER COUNTY,106 - KERSEY CREEK (01),325,604
VA,HANOVER COUNTY,107 - CHICKAHOMINY (01),476,721
