STATE,COUNTY,PRECINCT,CLINTON,TRUMP
VA,CHARLES CITY COUNTY,AB - CENTRAL ABSENTEE PRECINCT (04),444,149
VA,CHARLES CITY COUNTY,PROVISIONAL (04),0,1
VA,CHARLES CITY COUNTY,101 - PRECINCT 1-1 (04),635,545
VA,CHARLES CITY COUNTY,201 - PRECINCT 2-1 (04),749,340
VA,CHARLES CITY COUNTY,301 - PRECINCT 3-1 (04),668,441
VA,CHESAPEAKE CITY,AB - CENTRAL ABSENTEE PRECINCT (04),4233,4316
VA,CHESAPEAKE CITY,PROVISIONAL (04),41,41
VA,CHESAPEAKE CITY,001 - GREAT BRIDGE (04),536,1135
VA,CHESAPEAKE CITY,002 - BETHEL (04),316,1302
VA,CHESAPEAKE CITY,006 - DEEP CREEK (04),1360,1421
VA,CHESAPEAKE CITY,007 - GREENBRIER (04),693,1153
VA,CHESAPEAKE CITY,009 - BELLS MILL (04),900,1835
VA,CHESAPEAKE CITY,014 - GRASSFIELD (04),159,317
VA,CHESAPEAKE CITY,016 - HICKORY GROVE (04),446,1358
VA,CHESAPEAKE CITY,017 - INDIAN CREEK (04),255,964
VA,CHESAPEAKE CITY,019 - JOLLIFF (04),354,791
VA,CHESAPEAKE CITY,020 - E W CHITTUM (04),728,1030
VA,CHESAPEAKE CITY,023 - OAK GROVE (04),853,750
VA,CHESAPEAKE CITY,028 - SUNRAY I (04),54,182
VA,CHESAPEAKE CITY,034 - HICKORY MIDDLE SCHOOL (04),536,1682
VA,CHESAPEAKE CITY,036 - GREAT BRIDGE BAPTIST CHURCH (04),762,1577
VA,CHESAPEAKE CITY,037 - BRIDGETOWN (04),477,832
VA,CHESAPEAKE CITY,039 - LAKE DRUMMOND (04),195,490
VA,CHESAPEAKE CITY,041 - JOHN T WEST (04),1206,1090
VA,CHESAPEAKE CITY,043 - PLEASANT CROSSING (04),334,1009
VA,CHESAPEAKE CITY,045 - SUNRAY II (04),356,210
VA,CHESAPEAKE CITY,046 - BELLS MILL II (04),574,852
VA,CHESAPEAKE CITY,047 - GREEN SEA (04),238,632
VA,CHESAPEAKE CITY,048 - JOLLIFF MIDDLE SCHOOL (04),1537,181
VA,CHESAPEAKE CITY,049 - WATERWAY (04),1186,1465
VA,CHESAPEAKE CITY,050 - RIVER WALK (04),851,688
VA,CHESAPEAKE CITY,051 - COOPERS WAY (04),457,1519
VA,CHESAPEAKE CITY,052 - SHIPYARD ROAD (04),896,687
VA,CHESAPEAKE CITY,058 - EXPRESSWAY (04),433,198
VA,CHESAPEAKE CITY,059 - CLEARFIELD (04),484,615
VA,CHESAPEAKE CITY,060 - PARKER ROAD (04),636,1486
VA,CHESAPEAKE CITY,061 - CENTERVILLE (04),379,1034
VA,CHESAPEAKE CITY,062 - FENTRESS (04),546,1219
VA,CHESAPEAKE CITY,063 - POPLAR BRANCH (04),251,877
VA,CHESTERFIELD COUNTY,AB - CENTRAL ABSENTEE PRECINCT (04),2880,2952
VA,CHESTERFIELD COUNTY,PROVISIONAL (04),29,26
VA,CHESTERFIELD COUNTY,101 - BELLWOOD (04),631,711
VA,CHESTERFIELD COUNTY,102 - SOUTH CHESTER (04),955,1149
VA,CHESTERFIELD COUNTY,103 - ENON (04),1026,1648
VA,CHESTERFIELD COUNTY,104 - NORTH CHESTER (04),828,1505
VA,CHESTERFIELD COUNTY,106 - HARROWGATE (04),1561,1479
VA,CHESTERFIELD COUNTY,107 - WELLS (04),1032,1015
VA,CHESTERFIELD COUNTY,108 - ECOFF (04),1033,1701
VA,CHESTERFIELD COUNTY,109 - ELIZABETH SCOTT (04),1453,1649
VA,CHESTERFIELD COUNTY,110 - DUTCH GAP (04),620,769
VA,CHESTERFIELD COUNTY,111 - IRON BRIDGE (04),1425,1656
